city_town,Ward,Pct,State_Rep,State_Senate,US_House,Gov_Council
Boston,3,3,Third Suffolk,Third Suffolk,8,Sixth
Boston,3,4,Third Suffolk,Third Suffolk,8,Sixth
Boston,3,5,Eighth Suffolk,Third Suffolk,8,Sixth
Boston,3,6,Third Suffolk,Third Suffolk,8,Sixth
Boston,3,7,Ninth Suffolk,First Suffolk,7,Fourth
Boston,3,8,Third Suffolk,First Suffolk,7,Fourth
Boston,3,9,Eighth Suffolk,Third Suffolk,8,Sixth
Boston,4,1,Third Suffolk,First Suffolk,7,Fourth
Boston,4,10,Seventh Suffolk,Suffolk and Middlesex,7,Third
Boston,4,10A,Second Suffolk,Suffolk and Middlesex,7,Third
Boston,4,11,Eighth Suffolk,Second Suffolk,7,Fourth
Boston,4,12,Eighth Suffolk,Suffolk and Middlesex,7,Third
Boston,4,2,Ninth Suffolk,First Suffolk,7,Fourth
Boston,4,3,Ninth Suffolk,First Suffolk,7,Fourth
Boston,4,4,Ninth Suffolk,First Suffolk,7,Fourth
Boston,4,5,Ninth Suffolk,First Suffolk,7,Fourth
Boston,4,6,Eighth Suffolk,Third Suffolk,7,Sixth
Boston,4,7,Eighth Suffolk,Third Suffolk,7,Sixth
Boston,4,8,Eighth Suffolk,Third Suffolk,7,Sixth
Boston,4,9,Seventh Suffolk,Second Suffolk,7,Fourth
Boston,5,1,Third Suffolk,First Suffolk,7,Fourth
Boston,5,10,Second Suffolk,Suffolk and Middlesex,7,Third
Boston,5,11,Eighth Suffolk,Third Suffolk,8,Sixth
Boston,5,12,Second Suffolk,Suffolk and Middlesex,7,Third
Boston,5,13,Third Suffolk,First Suffolk,7,Fourth
Boston,5,14,Third Suffolk,First Suffolk,7,Fourth
Boston,5,15,Eighth Suffolk,Suffolk and Middlesex,7,Third
Boston,5,2,Eighth Suffolk,Suffolk and Middlesex,7,Third
Boston,5,3,Eighth Suffolk,Third Suffolk,8,Sixth
Boston,5,4,Eighth Suffolk,Third Suffolk,8,Sixth
Boston,5,5,Eighth Suffolk,Third Suffolk,8,Sixth
Boston,5,6,Eighth Suffolk,Third Suffolk,8,Sixth
Boston,5,7,Eighth Suffolk,Third Suffolk,8,Sixth
Boston,5,8,Eighth Suffolk,Third Suffolk,8,Sixth
Boston,5,9,Eighth Suffolk,Third Suffolk,7,Sixth
Boston,6,1,Fourth Suffolk,First Suffolk,8,Fourth
Boston,6,10,Fourth Suffolk,First Suffolk,8,Fourth
Boston,6,11,Fourth Suffolk,First Suffolk,8,Fourth
Boston,6,12,Fourth Suffolk,First Suffolk,8,Fourth
Boston,6,12A,First Suffolk,First Suffolk,7,Fourth
Boston,6,2,Fourth Suffolk,First Suffolk,8,Fourth
Boston,6,3,Fourth Suffolk,First Suffolk,8,Fourth
Boston,6,4,Fourth Suffolk,First Suffolk,8,Fourth
Boston,6,5,Fourth Suffolk,First Suffolk,8,Fourth
Boston,6,6,Fourth Suffolk,First Suffolk,8,Fourth
Boston,6,7,Fourth Suffolk,First Suffolk,8,Fourth
Boston,6,8,Fourth Suffolk,First Suffolk,8,Fourth
Boston,6,9,Fourth Suffolk,First Suffolk,8,Fourth
Boston,7,1,Fourth Suffolk,First Suffolk,8,Fourth
Boston,7,10,Fifth Suffolk,First Suffolk,8,Fourth
Boston,7,2,Fourth Suffolk,First Suffolk,8,Fourth
Boston,7,3,Fourth Suffolk,First Suffolk,8,Fourth
Boston,7,4,Fourth Suffolk,First Suffolk,8,Fourth
Boston,7,5,Fourth Suffolk,First Suffolk,8,Fourth
Boston,7,6,Fourth Suffolk,First Suffolk,8,Fourth
Boston,7,7,Fourth Suffolk,First Suffolk,8,Fourth
Boston,7,8,Ninth Suffolk,First Suffolk,8,Fourth
Boston,7,9,Ninth Suffolk,First Suffolk,8,Fourth
Boston,8,1,Ninth Suffolk,First Suffolk,7,Fourth
Boston,8,2,Ninth Suffolk,First Suffolk,7,Fourth
Boston,8,3,Ninth Suffolk,Second Suffolk,7,Fourth
Boston,8,4,Ninth Suffolk,Second Suffolk,7,Fourth
Boston,8,5,Fifth Suffolk,Second Suffolk,7,Fourth
Boston,8,6,Ninth Suffolk,First Suffolk,7,Fourth
Boston,8,6A,Ninth Suffolk,First Suffolk,8,Fourth
Boston,9,1,Ninth Suffolk,First Suffolk,7,Fourth
Boston,9,2,Ninth Suffolk,First Suffolk,7,Fourth
Boston,9,3,Ninth Suffolk,Second Suffolk,7,Fourth
Boston,9,4,Seventh Suffolk,Second Suffolk,7,Fourth
Boston,9,5,Seventh Suffolk,Second Suffolk,7,Fourth
Boston,9,6,Ninth Suffolk,Second Suffolk,7,Fourth
Boston,9,7,Seventh Suffolk,Second Suffolk,7,Fourth
Bourne,-,1,Fifth Barnstable,Plymouth and Barnstable,9,First
Bourne,-,2,Fifth Barnstable,Plymouth and Barnstable,9,First
Bourne,-,3,Fifth Barnstable,Plymouth and Barnstable,9,First
Bourne,-,4,Third Barnstable,Plymouth and Barnstable,9,First
Bourne,-,5,Third Barnstable,Plymouth and Barnstable,9,First
Bourne,-,5A,Fifth Barnstable,Plymouth and Barnstable,9,First
Bourne,-,6,Third Barnstable,Plymouth and Barnstable,9,First
Bourne,-,7,Fifth Barnstable,Plymouth and Barnstable,9,First
Boxborough,-,1,Thirty-Seventh Middlesex,Middlesex and Worcester,3,Third
Boxford,-,1,Eighteenth Essex,First Essex and Middlesex,6,Fifth
Boxford,-,2,Fourteenth Essex,First Essex and Middlesex,6,Fifth
Boxford,-,3,Fourteenth Essex,First Essex and Middlesex,6,Fifth
Boylston,-,1,Twelfth Worcester,First Worcester,2,Seventh
Braintree,-,1A,Fifth Norfolk,"Norfolk, Plymouth & Bristol",8,Second
Braintree,-,1B,Fifth Norfolk,"Norfolk, Plymouth & Bristol",8,Second
Braintree,-,2A,Fifth Norfolk,"Norfolk, Plymouth & Bristol",8,Second
Braintree,-,2B,Fifth Norfolk,"Norfolk, Plymouth & Bristol",8,Second
Braintree,-,3A,Fifth Norfolk,"Norfolk, Plymouth & Bristol",8,Second
Braintree,-,3B,Fifth Norfolk,Norfolk and Plymouth,8,Fourth
Braintree,-,4A,Fifth Norfolk,"Norfolk, Plymouth & Bristol",8,Second
Braintree,-,4B,Fifth Norfolk,Norfolk and Plymouth,8,Fourth
Braintree,-,5A,Fifth Norfolk,"Norfolk, Plymouth & Bristol",8,Second
Braintree,-,5B,Fifth Norfolk,"Norfolk, Plymouth & Bristol",8,Second
Braintree,-,6A,Fifth Norfolk,Norfolk and Plymouth,8,Fourth
Braintree,-,6B,Fifth Norfolk,"Norfolk, Plymouth & Bristol",8,Second
Brewster,-,1,First Barnstable,Cape and Islands,9,First
Brewster,-,2,First Barnstable,Cape and Islands,9,First
Brewster,-,3,First Barnstable,Cape and Islands,9,First
Bridgewater,-,1,Eighth Plymouth,"Norfolk, Plymouth & Bristol",9,Second
Bridgewater,-,2,Eighth Plymouth,"Norfolk, Plymouth & Bristol",9,Second
Bridgewater,-,3,Eighth Plymouth,"Norfolk, Plymouth & Bristol",9,Second
Bridgewater,-,4,Eighth Plymouth,"Norfolk, Plymouth & Bristol",9,Second
Bridgewater,-,5,Eighth Plymouth,"Norfolk, Plymouth & Bristol",9,Second
Bridgewater,-,6,Eighth Plymouth,"Norfolk, Plymouth & Bristol",9,Second
Bridgewater,-,7,Eighth Plymouth,"Norfolk, Plymouth & Bristol",9,Second
Bridgewater,-,8,Eighth Plymouth,"Norfolk, Plymouth & Bristol",9,Second
Bridgewater,-,9,Eighth Plymouth,"Norfolk, Plymouth & Bristol",9,Second
Brimfield,-,1,First Hampden,Worcester & Hampden,1,Seventh
Brockton,1,A,Eleventh Plymouth,Second Plymouth & Norfolk,8,Second
Brockton,1,B,Ninth Plymouth,Second Plymouth & Norfolk,8,Second
Brockton,1,C,Ninth Plymouth,Second Plymouth & Norfolk,8,Second
Brockton,1,D,Ninth Plymouth,Second Plymouth & Norfolk,8,Second
Brockton,2,A,Eleventh Plymouth,Second Plymouth & Norfolk,8,Second
Brockton,2,B,Eleventh Plymouth,Second Plymouth & Norfolk,8,Second
Brockton,2,C,Eleventh Plymouth,Second Plymouth & Norfolk,8,Second
Brockton,2,D,Eleventh Plymouth,Second Plymouth & Norfolk,8,Second
Brockton,3,A,Eleventh Plymouth,Second Plymouth & Norfolk,8,Second
Brockton,3,B,Eleventh Plymouth,Second Plymouth & Norfolk,8,Second
Brockton,3,C,Ninth Plymouth,Second Plymouth & Norfolk,8,Second
Brockton,3,D,Ninth Plymouth,Second Plymouth & Norfolk,8,Second
Brockton,4,A,Tenth Plymouth,Second Plymouth & Norfolk,8,Second
Brockton,4,B,Tenth Plymouth,Second Plymouth & Norfolk,8,Second
Brockton,4,C,Tenth Plymouth,Second Plymouth & Norfolk,8,Second
Brockton,4,D,Tenth Plymouth,Second Plymouth & Norfolk,8,Second
Brockton,5,A,Tenth Plymouth,Second Plymouth & Norfolk,8,Second
Brockton,5,B,Tenth Plymouth,Second Plymouth & Norfolk,8,Second
Brockton,5,C,Tenth Plymouth,Second Plymouth & Norfolk,8,Second
Brockton,5,D,Tenth Plymouth,Second Plymouth & Norfolk,8,Second
Brockton,6,A,Tenth Plymouth,Second Plymouth & Norfolk,8,Second
Brockton,6,B,Tenth Plymouth,Second Plymouth & Norfolk,8,Second
Brockton,6,C,Tenth Plymouth,Second Plymouth & Norfolk,8,Second
Brockton,6,D,Tenth Plymouth,Second Plymouth & Norfolk,8,Second
Brockton,7,A,Eleventh Plymouth,Second Plymouth & Norfolk,8,Second
Brockton,7,B,Eleventh Plymouth,Second Plymouth & Norfolk,8,Second
Brockton,7,C,Eleventh Plymouth,Second Plymouth & Norfolk,8,Second
Brockton,7,D,Eleventh Plymouth,Second Plymouth & Norfolk,8,Second
Brookfield,-,1,Fifth Worcester,Worcester & Hampshire,1,Seventh
Brookline,-,1,Fifteenth Norfolk,Norfolk & Middlesex,4,Third
Brookline,-,10,Fifteenth Norfolk,Norfolk & Middlesex,4,Third
Brookline,-,11,Fifteenth Norfolk,Norfolk & Middlesex,4,Third
Brookline,-,12,Fifteenth Norfolk,Norfolk & Middlesex,4,Third
Brookline,-,13,Seventeenth Suffolk,Norfolk & Middlesex,4,Third
Brookline,-,13A,Twelfth Middlesex,Norfolk & Middlesex,4,Third
Brookline,-,14,Twelfth Middlesex,Norfolk & Middlesex,4,Third
Brookline,-,14A,Seventeenth Suffolk,Norfolk & Middlesex,4,Third
Brookline,-,15,Twelfth Middlesex,Norfolk & Middlesex,4,Third
Brookline,-,16,Tenth Suffolk,Norfolk & Middlesex,4,Third
Brookline,-,17,Fifteenth Norfolk,Norfolk & Middlesex,4,Third
Brookline,-,2,Fifteenth Norfolk,Norfolk & Middlesex,4,Third
Brookline,-,3,Fifteenth Norfolk,Norfolk & Middlesex,4,Third
Brookline,-,4,Fifteenth Norfolk,Norfolk & Middlesex,4,Third
Brookline,-,5,Twelfth Middlesex,Norfolk & Middlesex,4,Third
Brookline,-,5A,Fifteenth Norfolk,Norfolk & Middlesex,4,Third
Brookline,-,6,Fifteenth Norfolk,Norfolk & Middlesex,4,Third
Brookline,-,7,Fifteenth Norfolk,Norfolk & Middlesex,4,Third
Brookline,-,8,Fifteenth Norfolk,Norfolk & Middlesex,4,Third
Brookline,-,9,Fifteenth Norfolk,Norfolk & Middlesex,4,Third
Buckland,-,1,First Franklin,"Berkshire, Hampden, Franklin & Hampshire",2,Eighth
Burlington,-,1,Twenty-First Middlesex,Fourth Middlesex,6,Third
Burlington,-,2,Twenty-First Middlesex,Fourth Middlesex,6,Third
Burlington,-,3,Twenty-First Middlesex,Fourth Middlesex,6,Third
Burlington,-,4,Twenty-First Middlesex,Fourth Middlesex,6,Third
Burlington,-,5,Twenty-First Middlesex,Fourth Middlesex,6,Third
Burlington,-,6,Twenty-First Middlesex,Fourth Middlesex,6,Third
Burlington,-,7,Twenty-First Middlesex,Fourth Middlesex,6,Third
Cambridge,1,1,Second Suffolk,Middlesex and Suffolk,7,Sixth
Cambridge,1,2,Second Suffolk,Middlesex and Suffolk,7,Sixth
Cambridge,1,2A,Eighteenth Suffolk,Middlesex and Suffolk,7,Sixth
Cambridge,1,3,Twenty-Sixth Middlesex,Middlesex and Suffolk,7,Sixth
Cambridge,10,1,Twenty-Ninth Middlesex,Second Middlesex,7,Sixth
Cambridge,10,1A,Twenty-Fifth Middlesex,Second Middlesex,5,Sixth
Cambridge,10,2,Twenty-Fifth Middlesex,Second Middlesex,5,Sixth
Cambridge,10,3,Twenty-Ninth Middlesex,Second Middlesex,7,Sixth
Cambridge,11,1,Twenty-Fourth Middlesex,Second Middlesex,7,Sixth
Cambridge,11,1A,Twenty-Ninth Middlesex,Second Middlesex,7,Sixth
Cambridge,11,2,Twenty-Ninth Middlesex,Second Middlesex,7,Sixth
Cambridge,11,3,Twenty-Fourth Middlesex,Second Middlesex,5,Sixth
Cambridge,11,3A,Twenty-Ninth Middlesex,Second Middlesex,7,Sixth
Cambridge,2,1,Twenty-Sixth Middlesex,Middlesex and Suffolk,7,Sixth
Cambridge,2,2,Twenty-Sixth Middlesex,Middlesex and Suffolk,7,Sixth
Cambridge,2,3,Second Suffolk,Middlesex and Suffolk,7,Sixth
Cambridge,2,3A,Twenty-Sixth Middlesex,Middlesex and Suffolk,7,Sixth
Cambridge,3,1,Twenty-Sixth Middlesex,Middlesex and Suffolk,7,Sixth
Cambridge,3,2,Twenty-Sixth Middlesex,Middlesex and Suffolk,7,Sixth
Cambridge,3,3,Twenty-Sixth Middlesex,Middlesex and Suffolk,7,Sixth
Cambridge,3,3A,Twenty-Fifth Middlesex,Middlesex and Suffolk,5,Sixth
Cambridge,4,1,Twenty-Sixth Middlesex,Middlesex and Suffolk,7,Sixth
Cambridge,4,2,Twenty-Fifth Middlesex,Middlesex and Suffolk,5,Sixth
Cambridge,4,2A,Twenty-Fifth Middlesex,Middlesex and Suffolk,7,Sixth
Cambridge,4,3,Twenty-Fifth Middlesex,Middlesex and Suffolk,7,Sixth
Cambridge,5,1,Twenty-Sixth Middlesex,Middlesex and Suffolk,7,Sixth
Cambridge,5,2,Eighteenth Suffolk,Middlesex and Suffolk,7,Sixth
Cambridge,5,3,Twenty-Sixth Middlesex,Middlesex and Suffolk,7,Sixth
Cambridge,6,1,Twenty-Sixth Middlesex,Middlesex and Suffolk,7,Sixth
Cambridge,6,1A,Twenty-Sixth Middlesex,Middlesex and Suffolk,5,Sixth
Cambridge,6,2,Twenty-Fifth Middlesex,Middlesex and Suffolk,5,Sixth
Cambridge,6,3,Twenty-Fifth Middlesex,Middlesex and Suffolk,5,Sixth
Cambridge,7,1,Twenty-Fifth Middlesex,Second Middlesex,5,Sixth
Cambridge,7,2,Twenty-Fifth Middlesex,Middlesex and Suffolk,5,Sixth
Cambridge,7,2A,Twenty-Fifth Middlesex,Middlesex and Suffolk,7,Sixth
Cambridge,7,3,Twenty-Fifth Middlesex,Middlesex and Suffolk,5,Sixth
Cambridge,8,1,Twenty-Fifth Middlesex,Second Middlesex,5,Sixth
Cambridge,8,2,Twenty-Fifth Middlesex,Suffolk and Middlesex,5,Third
Cambridge,8,3,Twenty-Fifth Middlesex,Middlesex and Suffolk,5,Sixth
Cambridge,9,1,Twenty-Ninth Middlesex,Suffolk and Middlesex,5,Third
Cambridge,9,2,Twenty-Ninth Middlesex,Suffolk and Middlesex,5,Third
Cambridge,9,3,Twenty-Ninth Middlesex,Suffolk and Middlesex,5,Third
Canton,-,1,Sixth Norfolk,Bristol and Norfolk,8,Second
Canton,-,2,Sixth Norfolk,Bristol and Norfolk,8,Second
Canton,-,3,Sixth Norfolk,Bristol and Norfolk,8,Second
Canton,-,4,Sixth Norfolk,Bristol and Norfolk,8,Second
Canton,-,5,Sixth Norfolk,Bristol and Norfolk,8,Second
Canton,-,6,Sixth Norfolk,Bristol and Norfolk,8,Second
Canton,-,7,Sixth Norfolk,Bristol and Norfolk,8,Second
Carlisle,-,1,Fourteenth Middlesex,Third Middlesex,3,Third
Carver,-,1,Second Plymouth,Third Bristol & Plymouth,9,First
Carver,-,2,Second Plymouth,Third Bristol & Plymouth,9,First
Carver,-,3,Second Plymouth,Third Bristol & Plymouth,9,First
Charlemont,-,1,First Franklin,"Berkshire, Hampden, Franklin & Hampshire",1,Eighth
Charlton,-,1,Sixth Worcester,Worcester & Hampden,1,Seventh
Charlton,-,2,Sixth Worcester,Worcester & Hampden,1,Seventh
Charlton,-,3,Sixth Worcester,Worcester & Hampden,1,Seventh
Charlton,-,4,Seventh Worcester,Worcester & Hampden,1,Seventh
Charlton,-,4A,Sixth Worcester,Worcester & Hampden,1,Seventh
Chatham,-,1,Fourth Barnstable,Cape and Islands,9,First
Chatham,-,2,Fourth Barnstable,Cape and Islands,9,First
Chelmsford,-,1,Sixteenth Middlesex,Third Middlesex,3,Third
Chelmsford,-,10,Fourteenth Middlesex,Third Middlesex,3,Third
Chelmsford,-,11,Fourteenth Middlesex,Third Middlesex,3,Third
Chelmsford,-,2,Sixteenth Middlesex,Third Middlesex,3,Third
Chelmsford,-,3A,Sixteenth Middlesex,Third Middlesex,3,Third
Chelmsford,-,3B,Second Middlesex,Third Middlesex,3,Third
Chelmsford,-,4,Second Middlesex,Third Middlesex,3,Third
Chelmsford,-,5A,Second Middlesex,Third Middlesex,3,Third
Chelmsford,-,5B,Sixteenth Middlesex,Third Middlesex,3,Third
Chelmsford,-,6,Sixteenth Middlesex,Third Middlesex,3,Third
Chelmsford,-,7,Fourteenth Middlesex,Third Middlesex,3,Third
Chelmsford,-,8,Fourteenth Middlesex,Third Middlesex,3,Third
Chelmsford,-,9,Fourteenth Middlesex,Third Middlesex,3,Third
Chelsea,1,1,Eleventh Suffolk,Middlesex and Suffolk,7,Sixth
Chelsea,1,2,Eleventh Suffolk,Middlesex and Suffolk,7,Sixth
Chelsea,1,3,Eleventh Suffolk,Middlesex and Suffolk,7,Sixth
Chelsea,1,4,Eleventh Suffolk,Middlesex and Suffolk,7,Sixth
Chelsea,2,1,Eleventh Suffolk,Middlesex and Suffolk,7,Sixth
Chelsea,2,2,Eleventh Suffolk,Middlesex and Suffolk,7,Sixth
Chelsea,2,3,Eleventh Suffolk,Middlesex and Suffolk,7,Sixth
Chelsea,2,4,Eleventh Suffolk,Middlesex and Suffolk,7,Sixth
Chelsea,3,1,Eleventh Suffolk,Middlesex and Suffolk,7,Sixth
Chelsea,3,2,Eleventh Suffolk,Middlesex and Suffolk,7,Sixth
Chelsea,3,3,Eleventh Suffolk,Middlesex and Suffolk,7,Sixth
Chelsea,3,4,Eleventh Suffolk,Middlesex and Suffolk,7,Sixth
Chelsea,4,1,Eleventh Suffolk,Middlesex and Suffolk,7,Sixth
Chelsea,4,2,Eleventh Suffolk,Middlesex and Suffolk,7,Sixth
Chelsea,4,3,Eleventh Suffolk,Middlesex and Suffolk,7,Sixth
Chelsea,4,4,Eleventh Suffolk,Middlesex and Suffolk,7,Sixth
Cheshire,-,1,First Berkshire,"Berkshire, Hampden, Franklin & Hampshire",1,Eighth
Chester,-,1,Third Hampden,"Berkshire, Hampden, Franklin & Hampshire",1,Eighth
Chesterfield,-,1,First Hampshire,"Berkshire, Hampden, Franklin & Hampshire",2,Eighth
Chicopee,1,A,Eighth Hampden,"Hampden, Hampshire & Worcester",1,Eighth
Chicopee,1,B,Eighth Hampden,"Hampden, Hampshire & Worcester",1,Eighth
Chicopee,2,A,Sixth Hampden,Hampden,1,Eighth
Chicopee,2,B,Eighth Hampden,Hampden,1,Eighth
Chicopee,3,A,Sixth Hampden,Hampden,1,Eighth
Chicopee,3,A1,Fifth Hampden,Hampden,1,Eighth
Chicopee,3,B,Fifth Hampden,Hampden,1,Eighth
Chicopee,4,A,Sixth Hampden,Hampden,1,Eighth
Chicopee,4,B,Eighth Hampden,Hampden,1,Eighth
Chicopee,5,A,Eighth Hampden,Hampden,1,Eighth
Chicopee,5,B,Eighth Hampden,Hampden,1,Eighth
Chicopee,6,A,Eighth Hampden,"Hampden, Hampshire & Worcester",1,Eighth
Chicopee,6,B,Eighth Hampden,"Hampden, Hampshire & Worcester",1,Eighth
Chicopee,7,A,Eighth Hampden,Hampden and Hampshire,1,Eighth
Chicopee,7,B,Eighth Hampden,Hampden,1,Eighth
Chicopee,8,A,Eighth Hampden,Hampden,1,Eighth
Chicopee,8,B,Eighth Hampden,"Hampden, Hampshire & Worcester",1,Eighth
Chicopee,9,A,Eighth Hampden,Hampden and Hampshire,1,Eighth
Chicopee,9,B,Eighth Hampden,"Hampden, Hampshire & Worcester",1,Eighth
Chilmark,-,1,"Barnstable, Dukes and Nantucket",Cape and Islands,9,First
Clarksburg,-,1,First Berkshire,"Berkshire, Hampden, Franklin & Hampshire",1,Eighth
Clinton,-,1,Twelfth Worcester,Worcester and Middlesex,3,Seventh
Clinton,-,2,Twelfth Worcester,Worcester and Middlesex,3,Seventh
Clinton,-,3,Twelfth Worcester,Worcester and Middlesex,3,Seventh
Clinton,-,4,Twelfth Worcester,Worcester and Middlesex,3,Seventh
Cohasset,-,1,Third Plymouth,First Plymouth & Norfolk,9,Fourth
Cohasset,-,2,Third Plymouth,First Plymouth & Norfolk,9,Fourth
Cohasset,-,3,Third Plymouth,First Plymouth & Norfolk,9,Fourth
Colrain,-,1,First Franklin,"Berkshire, Hampden, Franklin & Hampshire",2,Eighth
Concord,-,1,Fourteenth Middlesex,Third Middlesex,3,Third
Concord,-,2,Fourteenth Middlesex,Third Middlesex,3,Third
Concord,-,3,Thirteenth Middlesex,Third Middlesex,3,Third
Concord,-,4,Thirteenth Middlesex,Third Middlesex,3,Third
Concord,-,5,Fourteenth Middlesex,Third Middlesex,3,Third
Conway,-,1,First Franklin,"Berkshire, Hampden, Franklin & Hampshire",2,Eighth
Cummington,-,1,First Hampshire,"Berkshire, Hampden, Franklin & Hampshire",1,Eighth
Dalton,-,1,Third Berkshire,"Berkshire, Hampden, Franklin & Hampshire",1,Eighth
Dalton,-,2,Third Berkshire,"Berkshire, Hampden, Franklin & Hampshire",1,Eighth
Danvers,-,1,Thirteenth Essex,Second Essex,6,Fifth
Danvers,-,2,Thirteenth Essex,Second Essex,6,Fifth
Danvers,-,3,Thirteenth Essex,Second Essex,6,Fifth
Danvers,-,4,Thirteenth Essex,Second Essex,6,Fifth
Danvers,-,5,Thirteenth Essex,Second Essex,6,Fifth
Danvers,-,6,Thirteenth Essex,Second Essex,6,Fifth
Danvers,-,7,Thirteenth Essex,Second Essex,6,Fifth
Danvers,-,8,Thirteenth Essex,Second Essex,6,Fifth
Dartmouth,-,1,Ninth Bristol,Second Bristol and Plymouth,9,First
Dartmouth,-,2,Ninth Bristol,Second Bristol and Plymouth,9,First
Dartmouth,-,3,Ninth Bristol,Second Bristol and Plymouth,9,First
Dartmouth,-,4,Ninth Bristol,Second Bristol and Plymouth,9,First
Dartmouth,-,5,Ninth Bristol,Second Bristol and Plymouth,9,First
Dartmouth,-,6,Ninth Bristol,Second Bristol and Plymouth,9,First
Dartmouth,-,7,Ninth Bristol,Second Bristol and Plymouth,9,First
Dartmouth,-,8,Ninth Bristol,Second Bristol and Plymouth,9,First
Dartmouth,-,9,Ninth Bristol,Second Bristol and Plymouth,9,First
Dedham,-,1,Eleventh Norfolk,Norfolk and Suffolk,8,Fourth
Dedham,-,2,Eleventh Norfolk,Norfolk and Suffolk,8,Fourth
Dedham,-,3,Eleventh Norfolk,Norfolk and Suffolk,8,Fourth
Dedham,-,4,Eleventh Norfolk,Norfolk and Suffolk,8,Fourth
Dedham,-,5,Eleventh Norfolk,Norfolk and Suffolk,8,Fourth
Dedham,-,6,Eleventh Norfolk,Norfolk and Suffolk,8,Fourth
Dedham,-,7,Eleventh Norfolk,Norfolk and Suffolk,8,Fourth
Deerfield,-,1,First Franklin,"Hampshire, Franklin and Worcester",2,Eighth
Dennis,-,1,First Barnstable,Cape and Islands,9,First
Dennis,-,2,First Barnstable,Cape and Islands,9,First
Dennis,-,3,First Barnstable,Cape and Islands,9,First
Dennis,-,4,First Barnstable,Cape and Islands,9,First
Dennis,-,5,First Barnstable,Cape and Islands,9,First
Dighton,-,1,Fifth Bristol,Third Bristol & Plymouth,4,First
Dighton,-,2,Fifth Bristol,Third Bristol & Plymouth,4,First
Dighton,-,3,Fifth Bristol,Third Bristol & Plymouth,4,First
Douglas,-,1,Eighteenth Worcester,Worcester & Hampden,2,Seventh
Douglas,-,2,Eighteenth Worcester,Worcester & Hampden,2,Seventh
Douglas,-,3,Eighteenth Worcester,Worcester & Hampden,2,Seventh
Dover,-,1,Thirteenth Norfolk,"Norfolk, Worcester & Middlesex",4,Second
Dracut,-,1,Thirty-Sixth Middlesex,First Middlesex,3,Fifth
Dracut,-,2,Thirty-Sixth Middlesex,First Middlesex,3,Fifth
Dracut,-,3,Thirty-Sixth Middlesex,First Middlesex,3,Fifth
Dracut,-,4,Thirty-Sixth Middlesex,First Middlesex,3,Fifth
Dracut,-,5,Thirty-Sixth Middlesex,First Middlesex,3,Fifth
Dracut,-,6,Thirty-Sixth Middlesex,First Middlesex,3,Fifth
Dracut,-,7,Thirty-Sixth Middlesex,First Middlesex,3,Fifth
Dracut,-,8,Thirty-Sixth Middlesex,First Middlesex,3,Fifth
Dracut,-,9,Thirty-Sixth Middlesex,First Middlesex,3,Fifth
Dudley,-,1,Sixth Worcester,Worcester & Hampden,1,Seventh
Dudley,-,2,Sixth Worcester,Worcester & Hampden,1,Seventh
Dudley,-,3,Sixth Worcester,Worcester & Hampden,1,Seventh
Dudley,-,4,Sixth Worcester,Worcester & Hampden,1,Seventh
Dunstable,-,1,First Middlesex,First Middlesex,3,Fifth
Duxbury,-,1,Sixth Plymouth,First Plymouth & Norfolk,9,Fourth
Duxbury,-,2,Sixth Plymouth,First Plymouth & Norfolk,9,Fourth
Duxbury,-,3,Sixth Plymouth,First Plymouth & Norfolk,9,Fourth
Duxbury,-,4,Sixth Plymouth,First Plymouth & Norfolk,9,Fourth
Duxbury,-,5,Sixth Plymouth,First Plymouth & Norfolk,9,Fourth
Duxbury,-,6,Sixth Plymouth,First Plymouth & Norfolk,9,Fourth
East Bridgewater,-,1,Seventh Plymouth,Second Plymouth & Norfolk,8,Second
East Bridgewater,-,2,Seventh Plymouth,Second Plymouth & Norfolk,8,Second
East Bridgewater,-,3,Seventh Plymouth,Second Plymouth & Norfolk,8,Second
East Bridgewater,-,4,Ninth Plymouth,Second Plymouth & Norfolk,8,Second
East Brookfield,-,1,Fifth Worcester,Worcester & Hampshire,1,Seventh
East Longmeadow,-,1,Twelfth Hampden,"Hampden, Hampshire & Worcester",1,Eighth
East Longmeadow,-,2,Second Hampden,"Hampden, Hampshire & Worcester",1,Eighth
East Longmeadow,-,2A,Twelfth Hampden,"Hampden, Hampshire & Worcester",1,Eighth
East Longmeadow,-,3,Second Hampden,"Hampden, Hampshire & Worcester",1,Eighth
East Longmeadow,-,3A,Twelfth Hampden,"Hampden, Hampshire & Worcester",1,Eighth
East Longmeadow,-,4,Second Hampden,"Hampden, Hampshire & Worcester",1,Eighth
East Longmeadow,-,4A,Twelfth Hampden,"Hampden, Hampshire & Worcester",1,Eighth
East Longmeadow,-,5,Second Hampden,"Hampden, Hampshire & Worcester",1,Eighth
Eastham,-,1,Fourth Barnstable,Cape and Islands,9,First
Easthampton,-,1,Second Hampshire,Hampden and Hampshire,1,Eighth
Easthampton,-,2,Second Hampshire,Hampden and Hampshire,1,Eighth
Easthampton,-,3,Second Hampshire,Hampden and Hampshire,1,Eighth
Easthampton,-,4,Second Hampshire,Hampden and Hampshire,1,Eighth
Easthampton,-,5,Second Hampshire,Hampden and Hampshire,1,Eighth
Easton,-,1,Ninth Plymouth,"Norfolk, Plymouth & Bristol",8,Second
