city_town,Ward,Pct,PVI,PVI_N
Billerica,-,6,D+2,1.9039239311223755
Billerica,-,7,D+5,5.316868715826539
Billerica,-,8,EVEN,0.06704704056453847
Billerica,-,9,R+2,-2.3272503283385815
Billerica,-,10,R+3,-3.3678485099541247
Billerica,-,11,R+1,-0.9012894062951582
Arlington,-,1,D+32,32.01794331369256
Arlington,-,3,D+36,36.38462248655776
Arlington,-,5,D+30,30.41886124971318
Arlington,-,6,D+34,33.51258372872935
Arlington,-,7,D+34,33.7990112346006
Arlington,-,9,D+30,29.509814977738323
Arlington,-,11,D+28,27.891312488092456
Arlington,-,13,D+19,19.466997147241294
Arlington,-,14,D+32,32.24443667787726
Arlington,-,15,D+28,28.341976143438597
Arlington,-,16,D+32,31.56686672775181
Arlington,-,17,D+32,32.24233330111621
Arlington,-,18,D+25,24.989887122100185
Arlington,-,19,D+29,29.34149161263282
Arlington,-,20,D+32,31.6467938255925
Arlington,-,21,D+35,35.47019798553512
Arlington,-,2,D+31,31.487821828757767
Arlington,-,4,D+34,33.682631568765345
Arlington,-,8,D+37,36.51077304448194
Arlington,-,10,D+35,34.74372807889405
Arlington,-,12,D+33,32.52707943046458
Medford,3,2,D+16,15.939176354433105
Medford,6,1,D+32,32.453134877759624
Medford,6,2,D+23,22.754788395125523
Medford,4,1,D+34,33.58580569753248
Medford,4,2,D+27,26.78845038530926
Medford,5,1,D+30,29.785464900940163
Medford,5,2,D+30,30.27569947397112
Medford,7,1,D+26,26.168903016136703
Medford,8,2,D+21,20.76335950584568
Medford,1,1,D+20,20.08724853588163
Medford,1,2,D+21,20.794515747699094
Medford,2,1,D+15,15.19295696517091
Medford,2,2,D+13,12.759490927048
Medford,3,1,D+16,16.070660038662954
Medford,7,2,D+24,23.634723677234724
Medford,8,1,D+22,22.02400869683936
Belmont,-,1,D+29,29.34755460327635
Belmont,-,2,D+23,23.16828730690441
Belmont,-,3,D+27,27.24998473393736
Belmont,-,4,D+27,26.877239714298163
Belmont,-,5,D+28,27.80373301399408
Belmont,-,6,D+30,29.90643837481709
Belmont,-,7,D+30,29.831769385149997
Belmont,-,8,D+21,21.330221970559105
Cambridge,11,1,D+42,41.93771718295894
Cambridge,11,3,D+40,39.72933095856321
Cambridge,4,1,D+45,44.65407395642076
Cambridge,4,2,D+43,43.14346751261821
Cambridge,4,3,D+43,43.153013575796315
Cambridge,6,2,D+44,43.989159211628916
Cambridge,6,3,D+41,41.20145971790304
Cambridge,7,1,D+45,44.75778539812253
Cambridge,7,2,D+43,42.5645411758928
Cambridge,7,3,D+42,42.41358093002427
Cambridge,8,1,D+44,43.66749569573318
Cambridge,8,2,D+44,43.71061478573453
Cambridge,8,3,D+45,44.820222960560095
Cambridge,10,1,D+43,43.33935505719692
Cambridge,10,2,D+44,44.30884320539077
Cambridge,1,1,D+36,36.23723587037876
Cambridge,1,2,D+36,36.285427396085645
Cambridge,1,3,D+36,36.288730699851676
Cambridge,2,1,D+42,42.43033125068162
Cambridge,3,1,D+37,37.0447592672589
Cambridge,3,2,D+42,41.97898525090133
Cambridge,3,2A,D+42,42.16085626090904
Cambridge,3,3,D+43,43.39503956486732
Cambridge,6,1,D+44,44.04203506530436
Cambridge,9,1,D+43,43.491266839252965
Cambridge,9,2,D+39,38.56208195291024
Cambridge,9,3,D+38,37.55176419649211
Cambridge,10,3,D+43,42.97159329211318
Cambridge,11,2,D+40,40.34367436948636
Cambridge,2,2,D+44,44.29650525346508
Cambridge,2,3,D+39,39.263569637085425
Cambridge,5,1,D+43,43.456687695225725
Cambridge,5,2,D+42,42.00428889462603
Cambridge,5,3,D+44,43.759489488979675
Somerville,1,1,D+31,31.22968912890951
Somerville,1,2,D+31,31.22577725455279
Somerville,1,3,D+33,32.61519115026513
Somerville,2,1,D+41,40.78711165173763
Somerville,2,2,D+41,41.03995331166117
Somerville,2,3,D+39,39.48527748778192
Somerville,3,1,D+39,38.9004094677539
Somerville,3,2,D+38,37.89956797652483
Somerville,3,3,D+40,40.022232026935136
Somerville,5,1,D+35,35.0574462700577
Somerville,5,2,D+39,39.12176927823544
Somerville,5,3,D+40,39.889184611154406
Somerville,6,1,D+42,41.75676414215078
Somerville,6,2,D+41,41.11303077955999
Somerville,6,3,D+39,39.49319279273487
Somerville,4,1,D+30,29.705298617887067
Somerville,4,2,D+35,35.145917707085474
Somerville,4,3,D+35,34.981914275617996
Somerville,7,1,D+40,39.71409303946775
Somerville,7,2,D+39,38.54256205443571
Somerville,7,3,D+33,33.15944518637062
Everett,1,1,D+20,19.88154897807527
Everett,1,2,D+17,17.185357825694958
Everett,2,1,D+19,18.73774945442247
Everett,2,2,D+22,21.78071165885367
Everett,3,1,D+18,17.826096397468017
Everett,3,2,D+19,18.749592054318597
Everett,4,1,D+17,16.717286997092817
Everett,4,2,D+21,21.440698444671945
Everett,5,1,D+19,19.287891616871878
Everett,5,2,D+23,22.59727330442558
Everett,6,1,D+19,19.260678670983854
Everett,6,2,D+22,21.78708521223247
Bernardston,-,1,D+15,15.153959947257611
Charlemont,-,1,D+14,14.260162609750848
Colrain,-,1,D+16,15.953657798814213
Dalton,-,1,D+18,17.764007490506508
Dalton,-,2,D+21,20.992244241277024
Greenfield,-,1,D+16,16.181832847742704
Greenfield,-,2,D+19,19.273811671198693
Greenfield,-,3,D+21,20.711489297445773
Greenfield,-,4,D+23,22.64057884367652
Greenfield,-,5,D+29,29.07336613672038
Greenfield,-,6,D+31,30.862984546799943
Greenfield,-,7,D+18,17.747959780701983
Greenfield,-,8,D+26,25.657216965918195
Greenfield,-,9,D+18,17.664439786258402
Hawley,-,1,D+14,13.745472773719225
Heath,-,1,D+11,10.739770892303147
Hinsdale,-,1,D+11,11.361529957870765
Leyden,-,1,D+17,16.641385668819574
Monroe,-,1,R+4,-3.5638929235557892
Northfield,-,1,D+15,14.662171844760397
Peru,-,1,D+5,4.958485414585089
Pittsfield,1,B,D+22,21.98018421143044
Pittsfield,1,A,D+22,21.873660177548715
Pittsfield,2,A,D+28,28.436107076444205
Pittsfield,2,B,D+24,23.87439333326833
Pittsfield,3,A,D+27,27.280282321575534
Pittsfield,3,B,D+25,24.628226571679857
Pittsfield,4,A,D+25,24.627099817748622
Pittsfield,4,B,D+21,20.862216185714143
Pittsfield,5,A,D+27,27.236346748891872
Pittsfield,5,B,D+20,20.299377461453727
Pittsfield,6,A,D+26,26.489389322680033
Pittsfield,6,B,D+25,24.90500659797531
Pittsfield,7,A,D+22,22.04883816087341
Pittsfield,7,B,D+21,21.29462999006716
Rowe,-,1,D+5,4.632889717671295
Savoy,-,1,D+4,4.11259952132903
Windsor,-,1,D+14,13.73846914390695
Georgetown,-,1,EVEN,0.475624356184956
Georgetown,-,2,D+2,1.7754156551894051
Georgetown,-,3,D+5,4.626837914233873
Groveland,-,1,D+1,0.9726160778978588
Groveland,-,2,EVEN,-0.37584809167533484
Merrimac,-,1,D+7,6.7517934914214095
Merrimac,-,2,D+4,3.9018792560718163
Newbury,-,1,D+13,12.721293970768166
Newbury,-,2,D+7,7.3031660412574695
West Newbury,-,1,D+12,12.449058337158725
Athol,-,1,R+3,-2.862624363279398
Athol,-,2,R+6,-5.897568940592063
Athol,-,3,D+1,1.44172942745191
Belchertown,-,A,D+12,12.346197963313388
Belchertown,-,B,D+3,3.4463230340285866
Belchertown,-,C,D+4,3.551854268837029
Belchertown,-,D,D+17,17.418966698921967
Erving,-,1,D+8,7.946596586933719
Gill,-,1,D+18,18.298832324470126
New Salem,-,1,D+11,11.201832608198048
Orange,-,1,R+3,-3.100316764615391
Orange,-,2,D+3,2.845224739240504
Petersham,-,1,D+8,8.140220453561387
Phillipston,-,1,R+10,-9.711642969101424
Royalston,-,1,D+2,2.0912193502615195
Royalston,-,2,R+4,-3.5124955576707917
Templeton,-,A,R+7,-7.484519587366567
Templeton,-,B,R+7,-7.203390155546319
Templeton,-,C,R+5,-4.906508729472403
Warwick,-,1,D+15,15.284856580215544
Wendell,-,1,D+29,29.219680515755353
Hampden,-,1,R+7,-6.930591959934363
Longmeadow,-,A,D+15,14.955832185235495
Longmeadow,-,B,D+14,13.506353833389916
Longmeadow,-,C,D+9,8.942739879909144
Longmeadow,-,D,D+8,7.726584409137905
Longmeadow,-,E,D+13,12.924632997594243
Monson,-,A,R+6,-5.636951743602559
Monson,-,B,R+4,-4.225869835532703
Monson,-,C,R+3,-3.1880187976816634
Easthampton,-,1,D+20,20.16092556504223
Easthampton,-,2,D+27,26.91031361141285
Easthampton,-,3,D+23,23.395691609558156
Easthampton,-,4,D+28,27.585522236036255
Easthampton,-,5,D+9,9.445355892144637
Granby,-,2,R+5,-5.190991939189837
Granby,-,1,D+4,3.963263934456085
Hadley,-,1,D+20,20.32846685940708
South Hadley,-,A,D+13,13.244877762601293
South Hadley,-,B,D+14,13.636992671962012
South Hadley,-,C,D+8,7.540359788285544
South Hadley,-,D,D+21,20.98531199693626
South Hadley,-,E,D+12,11.822066942812937
Littleton,-,1,D+15,14.515687070917826
Littleton,-,2,D+14,14.496002306150757
Littleton,-,3,D+18,17.843789034251834
Westford,-,1,D+16,15.594495080193038
Westford,-,2,D+14,13.844324782318662
Westford,-,3,D+12,11.660882301219432
Westford,-,4,D+18,18.35805024352356
Westford,-,5,D+13,13.069518457895901
Westford,-,6,D+12,11.99628557473037
Carver,-,1,R+6,-6.403482293908685
Carver,-,2,R+7,-6.582791176098901
Carver,-,3,R+3,-3.342163433533618
Wareham,-,1,D+3,2.799743440080571
Wareham,-,2,D+6,5.533645193343661
Wareham,-,3,D+4,3.697138968846714
Wareham,-,4,D+1,0.5798702899748709
Wareham,-,5,EVEN,-0.05863287493158564
Wareham,-,6,R+1,-1.1456552862279978
Ashburnham,-,1,EVEN,0.35702244824573626
Gardner,1,A,D+7,6.952007525804738
Gardner,1,B,R+5,-5.370567261875697
Gardner,2,A,D+5,4.8134286795722625
Gardner,2,B,R+1,-1.3622019970326527
Gardner,3,A,D+4,4.384557093859742
Gardner,3,B,D+7,6.669111334152533
Gardner,4,A,D+11,10.92330711919981
Gardner,4,B,D+4,4.079938517425696
Gardner,5,A,D+5,4.903571815095386
Gardner,5,B,EVEN,0.02420039905081106
Winchendon,-,1,R+11,-10.884510922139889
Winchendon,-,1A,EVEN,0.1830722774153526
Winchendon,-,2,R+5,-5.471825755055498
Winchendon,-,3,R+6,-6.034210130715101
Stoneham,-,1,D+10,9.584269336090124
Stoneham,-,2,D+11,11.360597012243524
Stoneham,-,3,D+6,6.055108764411421
Stoneham,-,4,D+6,6.082048586842658
Stoneham,-,5,D+4,3.509149640816256
Stoneham,-,6,D+9,8.870818259494484
Stoneham,-,7,D+9,9.282066672403811
Winchester,-,1,D+22,21.538376306137263
Winchester,-,2,D+20,20.027636218865275
Winchester,-,3,D+28,27.781847949744144
Winchester,-,4,D+19,19.39190891208311
Winchester,-,5,D+12,12.143177783514913
Winchester,-,6,D+13,13.46494564803371
Winchester,-,7,D+20,19.898787080841263
Winchester,-,8,D+15,15.161919416714387
Malden,5,2,D+21,20.814475278265686
Malden,2,1,D+24,24.38411633916178
Malden,2,2,D+16,15.880937055625333
Malden,3,1,D+26,26.49137096149533
Malden,4,1,D+28,27.858165843635717
Malden,4,2,D+29,28.78956869997883
Malden,5,1,D+26,26.458088549202884
Malden,6,1,D+20,20.473152256173787
Malden,6,2,D+21,21.024241946269218
Malden,7,2,D+23,23.041089042938967
Malden,8,1,D+18,18.152719180867948
Malden,8,2,D+22,22.202184686209193
Malden,1,1,D+30,30.132925636105668
Malden,1,2,D+22,22.448919767109253
Malden,3,2,D+23,22.886441483181883
Malden,7,1,D+30,29.662970303307436
Melrose,1,1,D+24,24.4408344992484
Melrose,1,2,D+24,23.838704479041617
Melrose,2,1,D+16,15.69340908315706
Melrose,2,2,D+18,17.836534325435426
Melrose,3,1,D+23,23.095188343077456
Melrose,3,2,D+19,19.270090249027838
Melrose,4,1,D+23,22.945646919317387
Melrose,4,2,D+11,10.941976582313718
Melrose,5,1,D+25,24.951390919238968
Melrose,5,2,D+24,23.903782509773542
Melrose,6,1,D+22,22.274107938141753
Melrose,6,2,D+14,13.748974094953093
Melrose,7,1,D+19,18.72758459588526
Melrose,7,2,D+18,17.93011983430597
Wakefield,-,4,D+10,10.15024265185146
Wakefield,-,5,D+11,10.959025503745112
Wakefield,-,6,D+12,12.389309991672448
Wakefield,-,1,D+3,3.310703437041407
Wakefield,-,2,D+8,8.244146906796413
Wakefield,-,3,D+8,7.757653944521592
Wakefield,-,7,D+9,8.643283202026408
Dracut,-,1,R+3,-2.540876499776007
Dracut,-,2,R+3,-3.4249434562992622
Dracut,-,3,R+5,-4.740317974519587
Dracut,-,4,R+7,-6.905185777043766
Dracut,-,5,R+7,-6.779456887151247
Dracut,-,6,R+2,-1.8789654731560246
Dracut,-,6A,R+1,-0.9881353477982135
Dracut,-,7,D+1,0.8652155472067768
Dracut,-,8,R+8,-7.865753977828415
Dracut,-,9,R+5,-4.781922804538313
Tyngsborough,-,1,R+2,-1.6211005134736611
Tyngsborough,-,2,R+2,-1.8045000530518052
Tyngsborough,-,3,D+2,1.9403253213389537
Tyngsborough,-,4,D+2,2.3765547387090358
Boxborough,-,1,D+23,22.787732329803568
Harvard,-,1,D+23,23.456118819276195
Lunenburg,-,A,D+3,2.991130999889191
Lunenburg,-,C,D+1,0.7636092272902073
Lunenburg,-,D,D+4,3.831781490874797
Lunenburg,-,B,D+5,5.218029999336293
Shirley,-,1,D+4,4.348554880816358
Bourne,-,3,R+4,-4.027868781722516
Bourne,-,4,D+3,2.587350562651025
Bourne,-,5,D+3,3.4115031173706623
Bourne,-,6,D+8,7.558060133747457
Bourne,-,1,R+3,-3.112170732703162
Bourne,-,2,R+3,-3.3833233610527866
Bourne,-,7,EVEN,-0.27467683179193125
Falmouth,-,3,D+10,9.75287513402282
Falmouth,-,4,D+8,8.00661087605018
Falmouth,-,7,D+6,5.550076653527592
Falmouth,-,8,D+5,5.06124868771326
Falmouth,-,9,D+8,8.040145468331206
Falmouth,-,1,D+27,27.234792550190612
Falmouth,-,2,D+17,16.819260646038458
Falmouth,-,5,D+12,12.337777218659918
Falmouth,-,6,D+14,13.665022739094812
Mashpee,-,1,D+9,8.79738216499203
Mashpee,-,2,D+4,4.262435534137232
Mashpee,-,3,D+4,3.7837006593319122
Mashpee,-,4,D+8,8.067099658007137
Mashpee,-,5,D+1,0.5741769804269103
Agawam,-,1,R+6,-6.3166939446875405
Agawam,-,2,R+5,-5.474857327160038
Agawam,-,3,R+4,-4.009962570477859
Agawam,-,4,R+2,-1.9387612984241631
Agawam,-,5,R+3,-2.7299630738779057
Agawam,-,6,R+3,-3.47859360748724
Agawam,-,7,R+7,-7.181952716112228
Agawam,-,8,R+3,-3.053307618449935
Granville,-,1,R+12,-11.907873267536134
Southwick,-,1,R+14,-14.148811880567768
Southwick,-,2,R+11,-10.617204908374623
Southwick,-,3,R+8,-8.369087728750596
Amherst,-,1,D+40,40.349342240891794
Amherst,-,2,D+39,39.27469705789134
Amherst,-,3,D+37,37.257504328709636
Amherst,-,4,D+36,35.93170824946475
Amherst,-,5,D+40,39.6189421384739
Amherst,-,6,D+40,40.19025990036448
Amherst,-,7,D+40,39.65575768287572
Amherst,-,8,D+41,41.39636539735827
Amherst,-,9,D+43,42.505875307466646
Amherst,-,10,D+39,38.646850878097105
Pelham,-,1,D+38,37.59294339861691
Bolton,-,1,D+15,15.264598172976541
Hudson,-,1,D+12,12.246708351353764
Hudson,-,2,D+14,13.750472100732903
Hudson,-,3,D+6,5.770628763907071
Hudson,-,4,D+11,10.548871974358232
Hudson,-,5,D+14,14.36525529212538
Hudson,-,6,D+13,13.110255972815333
Hudson,-,7,D+15,15.490869411524633
Maynard,-,1,D+20,19.926314618098694
Maynard,-,2,D+23,23.279842557317686
Maynard,-,3,D+21,20.678814260327872
Maynard,-,4,D+19,19.05442744675627
Stow,-,1,D+19,18.563339667252965
Stow,-,2,D+21,20.617754054701354
Holbrook,-,2,D+3,2.54097137514111
Holbrook,-,3,D+6,6.018046342926064
Holbrook,-,4,D+6,6.482136995891851
Holbrook,-,1,D+11,10.758723091149625
Weymouth,-,5,D+13,12.568585002301546
Weymouth,-,6,D+8,8.04459776399412
Weymouth,-,9,D+5,5.035834197572109
Weymouth,-,12,D+5,5.459529069298519
Weymouth,-,16,D+4,3.8545032568982673
Weymouth,-,1,D+8,7.7483551032456415
Weymouth,-,2,D+5,5.221616456759515
Weymouth,-,3,D+2,1.5276802967052694
Weymouth,-,4,D+5,5.485629867063313
Weymouth,-,7,D+8,8.081433580925646
Weymouth,-,8,D+9,9.122496265019532
Weymouth,-,10,D+9,8.712063164554994
Weymouth,-,11,D+5,5.136441693883686
Weymouth,-,13,D+13,13.099805096585337
Weymouth,-,14,D+11,10.551072014653705
Weymouth,-,15,D+6,6.024653087008569
Weymouth,-,17,D+10,9.972753245631516
Weymouth,-,18,D+7,7.49074209659647
Cohasset,-,1,D+16,15.891560109268287
Cohasset,-,2,D+15,15.022931342044766
Hingham,-,1,D+15,15.354037427735834
Hingham,-,3,D+16,16.413697275891437
Hingham,-,4,D+15,15.228783177827431
Hingham,-,5,D+8,7.904451954216896
Hingham,-,5A,D+23,23.36138075564459
Hingham,-,6,D+12,11.85845094908695
Hingham,-,2,D+15,15.21534870996124
Hull,-,1,D+15,15.253834968162117
Hull,-,2,D+8,8.391658520675382
Hull,-,3,D+10,10.208237678787857
Scituate,-,3,D+14,13.95584791467057
Scituate,-,1,D+8,7.990499925801087
Scituate,-,2,D+10,9.779288894626026
Scituate,-,4,D+8,8.43429375962238
Scituate,-,5,D+14,13.895314535651671
Scituate,-,6,D+11,10.713346591778961
Fitchburg,1,A,D+14,13.699833449081478
Fitchburg,1,B,D+11,11.043067772513815
Fitchburg,2,A,D+17,16.675341526204978
Fitchburg,2,B,D+5,4.6618519198361135
Fitchburg,3,A,D+4,3.801060963137226
Fitchburg,3,B,D+8,7.784675634957516
Fitchburg,4,A,D+10,9.766316386034967
Fitchburg,4,B,D+19,18.510455877548225
Fitchburg,5,A,D+1,1.3792888946260295
Fitchburg,5,B,D+18,17.94948232956155
Fitchburg,6,A,D+7,6.6722636560910935
Fitchburg,6,B,D+17,16.51776194851825
Chatham,-,1,D+9,8.517014674593193
Eastham,-,1,D+17,16.570319634817476
Harwich,-,1,D+10,9.818534704681891
Harwich,-,2,D+9,8.732358052203192
Harwich,-,3,D+8,7.984759429116661
Harwich,-,4,D+10,10.387964987171017
Orleans,-,1,D+15,15.058850611978446
Provincetown,-,1,D+40,40.25264753229529
Truro,-,1,D+26,26.22411919003772
Wellfleet,-,1,D+26,25.965929106266238
Alford,-,1,D+31,31.22590826023538
Becket,-,1,D+11,11.222520283910054
Blandford,-,1,R+12,-12.15358733603501
Egremont,-,1,D+30,29.64559324245212
Great Barrington,-,A,D+32,31.730792179113145
Great Barrington,-,B,D+29,28.63658265720148
Great Barrington,-,C,D+36,35.831928646178824
Great Barrington,-,D,D+32,31.942575438672492
Lee,-,1,D+19,18.7252742667527
Lenox,-,1,D+29,29.03674101444924
Monterey,-,1,D+31,30.791053600508377
Mount Washington,-,1,D+32,31.822364011996918
New Marlborough,-,1,D+20,20.296052235693317
Otis,-,1,D+2,1.8901554883931193
Richmond,-,1,D+26,26.241070795998677
Russell,-,1,R+12,-12.381407926889864
Sandisfield,-,1,D+7,7.201657315678656
Sheffield,-,1,D+20,19.78563524611626
Stockbridge,-,1,D+29,29.10035234938514
Tolland,-,1,R+13,-13.083394629028128
Tyringham,-,1,D+24,23.644236901558436
Washington,-,1,D+18,18.238974958944564
West Stockbridge,-,1,D+29,29.09462502907981
Rehoboth,-,1,R+7,-7.318432358960375
Rehoboth,-,2,R+6,-5.558536062046415
Rehoboth,-,3,R+5,-5.381522326763477
Seekonk,-,1,R+2,-1.9945976654997255
Seekonk,-,2,D+3,3.027808058389092
Seekonk,-,3,D+1,1.4147018888340357
Seekonk,-,4,D+2,1.6406408699980113
Swansea,-,4,R+5,-5.109917043810364
Swansea,-,5,R+7,-7.026239158179248
Swansea,-,1,R+7,-7.153581837716949
Swansea,-,2,D+1,0.658135048472186
Swansea,-,3,R+1,-0.7914022563282774
Hamilton,-,1,D+14,13.56650879304252
Hamilton,-,2,D+15,14.704705947452723
Hamilton,-,3,D+19,18.957913628101508
Ipswich,-,1,D+19,19.355862571307004
Ipswich,-,2,D+14,14.370709398535675
Ipswich,-,3,D+6,5.954000155453754
Ipswich,-,4,D+12,11.907256931155707
Manchester-by-the-Sea,-,1,D+20,19.851922030720704
Rowley,-,1,R+1,-1.0361184641124677
Topsfield,-,1,D+7,7.2605000747502535
Wenham,-,1,D+15,15.285137223674871
Westfield,1,A,R+4,-4.355314445666247
Westfield,1,B,R+6,-6.210261683837337
Westfield,2,A,D+8,8.335342592701
Westfield,2,B,D+2,1.6679435130999232
Westfield,3,A,D+6,6.157344742887361
Westfield,3,B,D+2,2.057384054323097
Westfield,4,A,D+2,2.290823956499921
Westfield,4,B,R+3,-3.174968852191168
Westfield,5,A,R+4,-4.309502113879438
Westfield,5,B,R+8,-7.567202005398904
Westfield,6,A,R+7,-7.147685717503732
Westfield,6,B,R+2,-2.190611858282937
Marshfield,-,1,D+2,1.8449725262844274
Marshfield,-,2,D+1,0.7824408045399189
Marshfield,-,3,D+2,2.250614112816196
Marshfield,-,4,D+3,3.048809442571232
Marshfield,-,5,D+2,1.8953651720883813
Marshfield,-,6,D+1,1.4142888946260257
Marshfield,-,7,D+2,2.023133115731557
Leominster,1,A,D+3,2.8691838659818503
Leominster,1,B,D+6,5.625212807669511
Leominster,1,C,D+9,8.833633982787237
Leominster,2,A,D+13,13.24922303849634
Leominster,2,B,D+4,3.872950152232524
Leominster,2,C,D+5,5.056352079667937
Leominster,3,A,D+7,7.246048468062771
Leominster,3,B,D+6,6.115319954504351
Leominster,3,C,D+2,2.140448963970154
Leominster,4,A,EVEN,0.23044949688449945
Leominster,4,B,EVEN,0.3910410313781698
Leominster,4,C,D+6,5.847539338675767
Leominster,5,A,D+6,6.218707595494877
Leominster,5,B,D+7,6.698505885414152
Leominster,5,C,D+10,9.920955561292699
Sandwich,-,1,D+6,6.383604651060426
Sandwich,-,2,D+5,5.175347280805775
Sandwich,-,3,D+2,1.8509726303002516
Sandwich,-,4,EVEN,0.19173053795003003
Sandwich,-,5,EVEN,0.09963160112866909
Sandwich,-,6,R+4,-3.681523637212991
Dighton,-,1,R+7,-6.976363991686046
Dighton,-,2,R+7,-7.045984080806184
Somerset,-,1,EVEN,0.33224146565209445
Somerset,-,2,D+2,1.510372324521747
Somerset,-,3,D+3,2.9271860908877123
Somerset,-,4,D+1,0.8468814872186203
Somerset,-,5,R+2,-1.9717148277882235
Essex,-,1,D+14,13.535790235108603
Gloucester,1,1,D+19,18.977534157502994
Gloucester,1,2,D+14,14.335242769743694
Gloucester,2,1,D+14,14.184521452765564
Gloucester,2,2,D+17,17.472463270393522
Gloucester,3,1,D+13,13.302485967100141
Gloucester,3,2,D+13,12.54245356014918
Gloucester,4,1,D+11,11.219439514826856
Gloucester,4,2,D+22,22.274389397138595
Gloucester,5,1,D+14,13.934612617438368
Gloucester,5,2,D+10,10.437225097546865
Rockport,-,1,D+20,20.420535746011414
Rockport,-,2,D+21,20.93562064254517
Rockport,-,3,D+20,20.277794259981164
Holyoke,1,A,D+32,31.841317352600885
Holyoke,1,B,D+31,30.685095152147092
Holyoke,2,A,D+27,27.174923815260954
Holyoke,2,B,D+30,30.384873087065888
Holyoke,3,A,D+22,21.866586076521845
Holyoke,3,B,D+13,12.671466808736454
Holyoke,4,A,D+30,29.88694195585052
Holyoke,4,B,D+27,27.17266646097556
Holyoke,5,A,D+5,5.441089789480613
Holyoke,5,B,D+14,14.16248818846675
Holyoke,6,A,D+24,23.893526458549786
Holyoke,6,B,D+20,20.489865817702956
Holyoke,7,A,D+15,14.740937559492517
Holyoke,7,B,D+23,23.21093128102908
Millis,-,2,D+9,9.197049837386972
Millis,-,3,D+9,9.227074071232867
Millis,-,1,D+10,9.767047096327119
Natick,-,1,D+27,27.072022884773816
Natick,-,2,D+23,23.40679945304931
Natick,-,3,D+21,20.8759839774034
Natick,-,4,D+24,23.643446167841276
Natick,-,5,D+19,19.427501382037914
Natick,-,6,D+21,20.616615194162826
Natick,-,7,D+27,26.501512458121923
Natick,-,8,D+24,23.58300034573767
Natick,-,9,D+26,25.941915669473904
Natick,-,10,D+24,23.911908936379678
Sherborn,-,1,D+25,25.381846745075443
Braintree,-,1A,D+2,2.000311457541848
Braintree,-,1B,D+4,4.3115919154918085
Braintree,-,2A,D+6,6.120729188910124
Braintree,-,2B,D+4,3.8643263910206116
Braintree,-,3A,D+8,7.592350360347067
Braintree,-,3B,D+7,6.742477871003983
Braintree,-,4A,D+7,6.791703860612419
Braintree,-,4B,D+13,12.894446633699308
Braintree,-,5A,D+5,5.4415944328961015
Braintree,-,5B,D+6,6.1924881487549595
Braintree,-,6A,D+3,3.3032327380057347
Braintree,-,6B,D+4,3.5392916616431846
Hanover,-,1,R+3,-3.0526738627184082
Hanover,-,2,R+2,-2.3451782456936856
Hanover,-,3,EVEN,-0.13818550404032237
Hanover,-,4,R+3,-2.675838147116255
Norwell,-,1,D+4,3.7575814628292292
Norwell,-,2,D+4,4.4948579827915776
Norwell,-,3,D+7,6.869534722321113
Rockland,-,1,D+3,2.713266302473827
Rockland,-,2,D+2,2.016806777315583
Rockland,-,3,D+4,4.1857842998056505
Rockland,-,4,D+3,2.561539433032345
Rockland,-,5,R+3,-2.560043352930974
Rockland,-,6,EVEN,0.2687206444756951
Barre,-,1,R+1,-0.77201790414404
Barre,-,2,R+7,-6.689572025330509
Brookfield,-,1,R+6,-6.356029436877813
East Brookfield,-,1,R+10,-9.923764935601714
Hardwick,-,1,R+4,-4.011024624765053
Hubbardston,-,1,R+5,-5.442357446837387
New Braintree,-,1,R+6,-5.735939118403288
North Brookfield,-,1,R+10,-9.648936911825585
Oakham,-,1,R+8,-8.48236902313425
Spencer,-,2,R+5,-4.924469519734481
Spencer,-,3,R+11,-10.950522331568424
Spencer,-,4,R+3,-3.163110909870548
Spencer,-,1,R+6,-6.482553210637127
West Brookfield,-,1,R+3,-3.3033058892426026
Fall River,5,B,D+17,16.798889833593165
Fall River,5,B1,D+7,6.920955561292697
Fall River,5,C,D+12,11.873691879700655
Fall River,6,C,D+6,5.8286802381787854
Fall River,6,C1,D+17,17.00428889462603
Fall River,7,A,D+7,7.366538147720359
Fall River,7,B,D+11,10.644156736035725
Fall River,7,C,D+13,12.830947933527636
Fall River,8,A,D+10,9.50305004427915
Fall River,8,B,D+8,8.0278486681858
Fall River,8,C,D+4,4.485291934139712
Fall River,9,A,D+4,3.8559486456633763
Fall River,9,B,D+6,5.505587336495788
Fall River,9,C,D+10,10.228567657225963
Fall River,1,B,D+4,4.036917784547067
Fall River,1,C,D+2,1.7604512405673844
Fall River,2,A,D+8,7.573388721515817
Fall River,2,B,D+6,6.421371188890368
Fall River,2,C,D+5,5.091449646191792
Fall River,3,A,R+1,-0.6443895194708893
Fall River,3,B,D+7,6.772478779275537
Fall River,3,C,D+4,3.997393052715781
Fall River,4,A,D+12,12.099086072756538
Fall River,4,B,D+15,15.230170156221579
Fall River,4,C,D+18,17.856083622612573
Fall River,5,A,D+12,12.457522150977073
Fall River,1,A,D+1,1.2368626211675893
Fall River,6,A,D+2,1.9175033173341238
Fall River,6,B,D+9,9.377636912247178
Freetown,-,1,R+7,-6.91093885172705
Freetown,-,2,R+7,-6.673631081837639
Freetown,-,3,R+7,-7.100160577470499
Beverly,1,1,D+12,11.515413016405883
Beverly,1,2,D+13,12.66459870977833
Beverly,2,1,D+23,22.967254450492735
Beverly,2,2,D+24,24.076488277976495
