City/Town,Ward,Pct,Obama_12,Romney_12,Clinton_16,Trump_16,US_House,State_Rep,State_Sen,PVI_N,PVI
Boston,15,8,528,86,490,77,7th Congressional,5th Suffolk,1st Suffolk,34.6628677856,D+35
Boston,15,9,572,114,616,81,7th Congressional,5th Suffolk,1st Suffolk,34.3649475335,D+34
Boston,16,1,535,132,569,102,7th Congressional,13th Suffolk,1st Suffolk,30.9759413761,D+31
Boston,16,10,559,320,576,331,8th Congressional,13th Suffolk,1st Suffolk,12.0145626406,D+12
Boston,16,11,718,291,749,291,7th Congressional,12th Suffolk,1st Suffolk,20.060631053,D+20
Boston,16,12,555,439,456,442,8th Congressional,13th Suffolk,1st Suffolk,1.90024858413,D+2
Boston,16,2,374,132,457,157,8th Congressional,13th Suffolk,1st Suffolk,22.6611591852,D+23
Boston,16,3,793,134,869,106,7th Congressional,13th Suffolk,1st Suffolk,35.8464340838,D+36
Boston,16,4,671,165,696,111,7th Congressional,13th Suffolk,1st Suffolk,31.6661913563,D+32
Boston,16,5,735,207,779,175,8th Congressional,13th Suffolk,1st Suffolk,28.3170512888,D+28
Boston,16,6,1006,165,995,167,7th Congressional,13th Suffolk,1st Suffolk,34.2341262417,D+34
Boston,16,7,612,300,589,305,8th Congressional,13th Suffolk,1st Suffolk,14.9652843236,D+15
Boston,16,8,750,272,748,241,7th Congressional,12th Suffolk,1st Suffolk,22.9550339454,D+23
Boston,16,9,579,470,582,466,8th Congressional,13th Suffolk,1st Suffolk,3.82953748068,D+4
Boston,17,1,731,19,726,30,7th Congressional,5th Suffolk,1st Suffolk,45.2110785553,D+45
Boston,17,10,1033,20,1006,36,7th Congressional,12th Suffolk,1st Suffolk,45.7916995875,D+46
Boston,17,11,368,18,389,14,7th Congressional,12th Suffolk,1st Suffolk,44.4089638203,D+44
Boston,17,12,626,49,612,39,7th Congressional,12th Suffolk,1st Suffolk,41.8282298596,D+42
Boston,17,13,878,194,752,143,7th Congressional,12th Suffolk,1st Suffolk,31.332041239,D+31
Boston,17,14,717,68,835,106,7th Congressional,12th Suffolk,1st Suffolk,38.3836182151,D+38
Boston,17,2,496,35,499,33,7th Congressional,5th Suffolk,1st Suffolk,42.0677409618,D+42
Boston,17,3,1128,58,1143,50,7th Congressional,13th Suffolk,1st Suffolk,43.9250080412,D+44
Boston,17,4,1197,138,1169,112,7th Congressional,12th Suffolk,1st Suffolk,38.9081556902,D+39
Boston,17,5,568,10,509,15,7th Congressional,13th Suffolk,1st Suffolk,46.1961280729,D+46
Boston,17,6,845,54,821,44,7th Congressional,6th Suffolk,1st Suffolk,42.9091750582,D+43
Boston,17,7,439,13,448,15,7th Congressional,6th Suffolk,1st Suffolk,45.4046213241,D+45
Boston,17,8,729,23,730,32,7th Congressional,6th Suffolk,1st Suffolk,44.8319697154,D+45
Boston,17,9,615,37,634,39,7th Congressional,6th Suffolk,1st Suffolk,42.7288815571,D+43
Boston,18,1,1309,34,1347,49,7th Congressional,12th Suffolk,1st Suffolk,45.4344275834,D+45
Boston,18,10,1216,238,1321,201,7th Congressional,14th Suffolk,Norfolk and Suffolk,33.7133865277,D+34
Boston,18,11,844,91,851,87,7th Congressional,14th Suffolk,2nd Suffolk,38.9612602453,D+39
Boston,18,12,851,210,926,187,7th Congressional,14th Suffolk,2nd Suffolk,30.2034610645,D+30
Boston,18,13,546,65,574,59,7th Congressional,14th Suffolk,1st Suffolk,38.4968849546,D+38
Boston,18,14,568,67,616,67,7th Congressional,14th Suffolk,2nd Suffolk,38.2978110386,D+38
Boston,18,15,930,46,919,67,7th Congressional,14th Suffolk,1st Suffolk,42.7053014598,D+43
Boston,18,16,789,390,836,346,7th Congressional,14th Suffolk,Norfolk and Suffolk,17.2914989322,D+17
Boston,18,17,851,203,935,171,7th Congressional,14th Suffolk,Norfolk and Suffolk,31.1499157989,D+31
Boston,18,18,1091,234,1120,205,7th Congressional,14th Suffolk,Norfolk and Suffolk,31.8986928779,D+32
Boston,18,19,1278,253,1463,260,7th Congressional,14th Suffolk,Norfolk and Suffolk,32.699518567,D+33
Boston,18,2,1007,9,961,18,7th Congressional,12th Suffolk,1st Suffolk,47.1113471551,D+47
Boston,18,20,1012,449,1023,430,7th Congressional,14th Suffolk,Norfolk and Suffolk,18.3000085822,D+18
Boston,18,21,1280,25,1223,38,7th Congressional,12th Suffolk,1st Suffolk,46.0095474493,D+46
Boston,18,22,890,342,926,325,7th Congressional,14th Suffolk,2nd Suffolk,21.602064484,D+22
Boston,18,23,728,41,900,69,7th Congressional,14th Suffolk,Norfolk and Suffolk,42.1356166897,D+42
Boston,18,3,1178,16,1096,18,7th Congressional,12th Suffolk,1st Suffolk,46.9915936986,D+47
Boston,18,4,1116,23,1075,34,7th Congressional,12th Suffolk,1st Suffolk,45.9291434251,D+46
Boston,18,5,1160,25,969,39,7th Congressional,12th Suffolk,1st Suffolk,45.5463539607,D+46
Boston,18,6,1298,49,1343,49,7th Congressional,12th Suffolk,1st Suffolk,44.8867824575,D+45
Boston,18,7,857,119,932,107,7th Congressional,6th Suffolk,2nd Suffolk,37.2488497204,D+37
Boston,18,8,1538,154,1646,147,7th Congressional,6th Suffolk,2nd Suffolk,39.8277148318,D+40
Boston,18,9,877,197,923,164,7th Congressional,14th Suffolk,Norfolk and Suffolk,31.7595015531,D+32
Boston,19,1,946,58,1008,29,8th Congressional,15th Suffolk,2nd Suffolk,44.2021142492,D+44
Boston,19,10,1046,167,1091,142,7th Congressional,11th Suffolk,Norfolk and Suffolk,35.8318606219,D+36
Boston,19,11,827,42,1051,56,7th Congressional,11th Suffolk,Norfolk and Suffolk,43.5052164437,D+44
Boston,19,12,728,89,807,106,7th Congressional,6th Suffolk,Norfolk and Suffolk,37.1930543131,D+37
Boston,19,13,728,93,737,83,7th Congressional,11th Suffolk,Norfolk and Suffolk,37.739563033,D+38
Boston,19,2,893,381,967,236,8th Congressional,15th Suffolk,2nd Suffolk,23.5555663021,D+24
Boston,19,3,746,116,772,62,8th Congressional,15th Suffolk,2nd Suffolk,37.9694475949,D+38
Boston,19,4,1068,66,1179,42,8th Congressional,15th Suffolk,2nd Suffolk,43.8787433526,D+44
Boston,19,5,864,78,912,68,8th Congressional,15th Suffolk,2nd Suffolk,40.8684767115,D+41
Boston,19,6,1186,95,1354,52,8th Congressional,11th Suffolk,2nd Suffolk,42.9939453513,D+43
Boston,19,7,1105,100,1174,81,7th Congressional,11th Suffolk,2nd Suffolk,41.1070070365,D+41
Boston,19,8,623,75,647,34,8th Congressional,15th Suffolk,2nd Suffolk,40.5604521511,D+41
Boston,19,9,592,60,638,45,8th Congressional,11th Suffolk,2nd Suffolk,40.5995620744,D+41
Boston,2,1,869,520,1164,384,7th Congressional,2nd Suffolk,Middlesex and Suffolk,17.6850234295,D+18
Boston,2,2,1175,475,1530,378,7th Congressional,2nd Suffolk,Middlesex and Suffolk,24.4905878369,D+24
Boston,2,3,702,430,876,211,7th Congressional,2nd Suffolk,Middlesex and Suffolk,19.577844629,D+20
Boston,2,4,640,277,821,187,7th Congressional,2nd Suffolk,Middlesex and Suffolk,24.3608345098,D+24
Boston,2,5,705,449,875,280,7th Congressional,2nd Suffolk,Middlesex and Suffolk,16.8926214756,D+17
Boston,2,6,919,456,1028,381,7th Congressional,2nd Suffolk,Middlesex and Suffolk,18.4000754413,D+18
Boston,2,7,588,349,779,290,7th Congressional,2nd Suffolk,Middlesex and Suffolk,16.6102939238,D+17
Boston,20,1,840,267,895,231,8th Congressional,10th Suffolk,Norfolk and Suffolk,26.1628945188,D+26
Boston,20,10,866,591,955,474,8th Congressional,10th Suffolk,Norfolk and Suffolk,11.5624437114,D+12
Boston,20,11,435,201,470,165,8th Congressional,10th Suffolk,Norfolk and Suffolk,19.6685071676,D+20
Boston,20,12,481,346,549,263,8th Congressional,10th Suffolk,Norfolk and Suffolk,11.3079276851,D+11
Boston,20,13,487,291,508,229,8th Congressional,10th Suffolk,Norfolk and Suffolk,14.1412982705,D+14
Boston,20,14,423,320,459,245,8th Congressional,10th Suffolk,Norfolk and Suffolk,9.41842791849,D+9
Boston,20,15,815,507,878,462,8th Congressional,10th Suffolk,Norfolk and Suffolk,12.06352851,D+12
Boston,20,16,817,563,845,510,8th Congressional,10th Suffolk,Norfolk and Suffolk,9.23255511098,D+9
Boston,20,17,873,607,1030,488,8th Congressional,10th Suffolk,Norfolk and Suffolk,11.9403810473,D+12
Boston,20,18,516,253,550,174,8th Congressional,10th Suffolk,Norfolk and Suffolk,19.8645966553,D+20
Boston,20,19,464,330,527,246,8th Congressional,10th Suffolk,Norfolk and Suffolk,11.706594047,D+12
Boston,20,2,956,218,967,171,8th Congressional,15th Suffolk,Norfolk and Suffolk,31.6394710982,D+32
Boston,20,20,847,438,964,363,8th Congressional,10th Suffolk,Norfolk and Suffolk,17.7985744116,D+18
Boston,20,3,824,401,787,339,7th Congressional,14th Suffolk,Norfolk and Suffolk,16.9887629404,D+17
Boston,20,4,796,160,862,105,8th Congressional,15th Suffolk,Norfolk and Suffolk,34.6841793917,D+35
Boston,20,5,724,448,757,381,8th Congressional,10th Suffolk,Norfolk and Suffolk,12.5772847263,D+13
Boston,20,6,837,464,927,358,8th Congressional,10th Suffolk,Norfolk and Suffolk,16.6781876903,D+17
Boston,20,7,560,242,590,207,8th Congressional,10th Suffolk,Norfolk and Suffolk,20.3846805825,D+20
Boston,20,8,612,217,704,183,8th Congressional,14th Suffolk,Norfolk and Suffolk,25.1547073037,D+25
Boston,20,9,686,248,778,211,8th Congressional,14th Suffolk,Norfolk and Suffolk,24.5957758555,D+25
Boston,21,1,911,210,983,89,7th Congressional,7th Suffolk,2nd Suffolk and Middlesex,34.8304396881,D+35
Boston,21,10,672,154,861,131,7th Congressional,17th Suffolk,2nd Suffolk and Middlesex,32.788162957,D+33
Boston,21,11,802,226,988,112,7th Congressional,17th Suffolk,2nd Suffolk and Middlesex,32.5812719671,D+33
Boston,21,12,740,273,904,192,7th Congressional,17th Suffolk,2nd Suffolk and Middlesex,26.4163664601,D+26
Boston,21,13,915,461,854,303,7th Congressional,18th Suffolk,2nd Suffolk and Middlesex,18.3028672106,D+18
Boston,21,14,515,98,654,61,7th Congressional,18th Suffolk,2nd Suffolk and Middlesex,36.4918390475,D+36
Boston,21,15,605,136,791,81,7th Congressional,17th Suffolk,2nd Suffolk and Middlesex,35.0115378053,D+35
Boston,21,16,796,278,846,165,7th Congressional,18th Suffolk,2nd Suffolk and Middlesex,27.2177282156,D+27
Boston,21,2,657,107,472,41,7th Congressional,18th Suffolk,2nd Suffolk and Middlesex,36.8750673404,D+37
Boston,21,3,617,109,689,80,7th Congressional,17th Suffolk,2nd Suffolk and Middlesex,35.8225901455,D+36
Boston,21,4,500,76,577,44,7th Congressional,18th Suffolk,Middlesex and Suffolk,38.4396679571,D+38
Boston,21,5,709,101,936,78,7th Congressional,17th Suffolk,2nd Suffolk and Middlesex,38.6511341225,D+39
Boston,21,6,608,99,657,93,7th Congressional,17th Suffolk,Middlesex and Suffolk,35.286968088,D+35
Boston,21,7,725,133,875,72,7th Congressional,17th Suffolk,Middlesex and Suffolk,37.1073898935,D+37
Boston,21,8,868,146,1001,80,7th Congressional,17th Suffolk,2nd Suffolk and Middlesex,37.6771411149,D+38
Boston,21,9,896,170,987,104,7th Congressional,17th Suffolk,2nd Suffolk and Middlesex,35.7619026119,D+36
Boston,22,1,942,261,1130,121,7th Congressional,18th Suffolk,Middlesex and Suffolk,32.8983084458,D+33
Boston,22,10,800,258,835,163,7th Congressional,17th Suffolk,2nd Suffolk and Middlesex,27.9880769172,D+28
Boston,22,11,541,175,596,130,7th Congressional,18th Suffolk,2nd Suffolk and Middlesex,27.3135516956,D+27
Boston,22,12,543,174,605,138,7th Congressional,18th Suffolk,2nd Suffolk and Middlesex,27.0948676,D+27
Boston,22,13,408,162,571,124,7th Congressional,18th Suffolk,2nd Suffolk and Middlesex,25.8560349616,D+26
Boston,22,2,984,183,1249,169,7th Congressional,17th Suffolk,Middlesex and Suffolk,34.8477093371,D+35
Boston,22,3,818,263,1063,214,7th Congressional,17th Suffolk,2nd Suffolk and Middlesex,28.2357229801,D+28
Boston,22,4,575,177,701,128,7th Congressional,18th Suffolk,2nd Suffolk and Middlesex,29.1731430109,D+29
Boston,22,5,454,122,598,123,7th Congressional,18th Suffolk,Middlesex and Suffolk,29.574985047,D+30
Boston,22,6,470,141,606,106,7th Congressional,17th Suffolk,2nd Suffolk and Middlesex,29.7950405155,D+30
Boston,22,7,747,217,949,155,7th Congressional,18th Suffolk,2nd Suffolk and Middlesex,30.4763360296,D+30
Boston,22,8,578,310,669,199,7th Congressional,18th Suffolk,2nd Suffolk and Middlesex,19.4783980397,D+19
Boston,22,9,610,266,708,173,7th Congressional,17th Suffolk,2nd Suffolk and Middlesex,23.4789594128,D+23
Boston,3,1,1382,941,1165,434,8th Congressional,3rd Suffolk,1st Suffolk and Middlesex,13.4060870645,D+13
Boston,3,2,705,410,856,298,8th Congressional,3rd Suffolk,1st Suffolk and Middlesex,17.2615574097,D+17
Boston,3,3,641,341,916,329,8th Congressional,3rd Suffolk,1st Suffolk and Middlesex,18.3794140443,D+18
Boston,3,4,691,428,931,361,8th Congressional,3rd Suffolk,1st Suffolk and Middlesex,15.7397202446,D+16
Boston,3,5,1225,559,1684,386,8th Congressional,8th Suffolk,Middlesex and Suffolk,23.9447513714,D+24
Boston,3,6,1563,845,2121,536,8th Congressional,3rd Suffolk,1st Suffolk and Middlesex,21.1991827361,D+21
Boston,3,7,2031,412,2451,223,7th Congressional,3rd Suffolk,2nd Suffolk,36.0551156049,D+36
Boston,3,8,1827,577,2941,433,7th Congressional,3rd Suffolk,1st Suffolk and Middlesex,30.9846336944,D+31
Boston,4,1,1122,310,1283,121,7th Congressional,3rd Suffolk,2nd Suffolk,33.2672694007,D+33
Boston,4,10,455,82,390,45,7th Congressional,7th Suffolk,2nd Suffolk and Middlesex,35.3988869923,D+35
Boston,4,2,1381,578,1731,324,7th Congressional,9th Suffolk,2nd Suffolk and Middlesex,25.9933803397,D+26
Boston,4,3,771,169,858,73,7th Congressional,3rd Suffolk,2nd Suffolk,35.5304708596,D+36
Boston,4,4,1116,242,1214,82,7th Congressional,9th Suffolk,2nd Suffolk,36.256742671,D+36
Boston,4,5,831,260,901,114,7th Congressional,9th Suffolk,2nd Suffolk and Middlesex,30.7059461883,D+31
Boston,4,6,700,175,741,98,7th Congressional,8th Suffolk,2nd Suffolk and Middlesex,32.5370760046,D+33
Boston,4,7,782,168,819,76,7th Congressional,9th Suffolk,2nd Suffolk and Middlesex,35.2397983644,D+35
Boston,4,8,777,174,795,113,7th Congressional,7th Suffolk,2nd Suffolk and Middlesex,33.0263228676,D+33
Boston,4,9,650,57,689,24,7th Congressional,7th Suffolk,2nd Suffolk and Middlesex,42.7605052616,D+43
Boston,5,1,2102,505,2512,301,7th Congressional,3rd Suffolk,1st Suffolk and Middlesex,33.5938819052,D+34
Boston,5,10,1042,291,1025,175,7th Congressional,9th Suffolk,2nd Suffolk and Middlesex,30.067573093,D+30
Boston,5,11,610,295,723,120,8th Congressional,8th Suffolk,1st Suffolk and Middlesex,24.7233118494,D+25
Boston,5,2,699,129,882,77,7th Congressional,9th Suffolk,2nd Suffolk and Middlesex,36.9370305578,D+37
Boston,5,2A,468,139,507,76,7th Congressional,7th Suffolk,2nd Suffolk and Middlesex,30.397503723,D+30
Boston,5,3,833,435,1077,191,8th Congressional,8th Suffolk,1st Suffolk and Middlesex,23.780188027,D+24
Boston,5,4,1126,408,1371,174,8th Congressional,8th Suffolk,1st Suffolk and Middlesex,29.5624896264,D+30
Boston,5,5,336,182,449,87,8th Congressional,8th Suffolk,1st Suffolk and Middlesex,22.9429089818,D+23
Boston,5,6,755,557,1020,227,7th Congressional,8th Suffolk,2nd Suffolk and Middlesex,17.8277630483,D+18
Boston,5,7,1022,539,1296,268,7th Congressional,8th Suffolk,2nd Suffolk and Middlesex,22.6407306137,D+23
Boston,5,8,911,463,1136,209,7th Congressional,8th Suffolk,2nd Suffolk and Middlesex,23.7497618752,D+24
Boston,5,9,1277,587,1572,243,7th Congressional,8th Suffolk,2nd Suffolk and Middlesex,25.9042522229,D+26
Boston,6,1,1466,572,2669,668,8th Congressional,4th Suffolk,1st Suffolk,25.3949631719,D+25
Boston,6,2,495,229,706,203,8th Congressional,4th Suffolk,1st Suffolk,22.0103521691,D+22
Boston,6,3,619,378,950,330,8th Congressional,4th Suffolk,1st Suffolk,17.3711864767,D+17
Boston,6,4,637,430,880,358,8th Congressional,4th Suffolk,1st Suffolk,14.2781796376,D+14
Boston,6,5,606,437,805,360,8th Congressional,4th Suffolk,1st Suffolk,12.368716121,D+12
Boston,6,6,575,488,683,367,8th Congressional,4th Suffolk,1st Suffolk,8.00093506238,D+8
Boston,6,7,497,475,742,411,8th Congressional,4th Suffolk,1st Suffolk,6.77061296667,D+7
Boston,6,8,565,468,693,370,8th Congressional,4th Suffolk,1st Suffolk,8.48381458319,D+8
Boston,6,9,510,547,588,439,8th Congressional,4th Suffolk,1st Suffolk,1.15187072889,D+1
Boston,7,1,479,480,605,367,8th Congressional,4th Suffolk,1st Suffolk,4.60144734081,D+5
Boston,7,10,685,44,835,48,7th Congressional,5th Suffolk,1st Suffolk,42.7575345839,D+43
Boston,7,2,646,565,799,429,8th Congressional,4th Suffolk,1st Suffolk,7.71032306965,D+8
Boston,7,3,760,614,886,475,8th Congressional,4th Suffolk,1st Suffolk,8.64754597021,D+9
Boston,7,4,688,439,826,333,8th Congressional,4th Suffolk,1st Suffolk,14.6939519611,D+15
Boston,7,5,554,286,749,231,8th Congressional,4th Suffolk,1st Suffolk,20.0581372071,D+20
Boston,7,6,543,189,696,202,8th Congressional,4th Suffolk,1st Suffolk,24.4770005524,D+24
Boston,7,7,560,83,580,98,8th Congressional,4th Suffolk,1st Suffolk,34.7629895085,D+35
Boston,7,8,468,191,632,167,8th Congressional,4th Suffolk,1st Suffolk,23.9105468003,D+24
Boston,7,9,562,158,618,187,8th Congressional,13th Suffolk,1st Suffolk,25.8417797941,D+26
Boston,8,1,618,62,706,57,7th Congressional,9th Suffolk,2nd Suffolk,40.218022367,D+40
Boston,8,2,1150,199,1396,136,7th Congressional,9th Suffolk,2nd Suffolk,36.836823637,D+37
Boston,8,3,725,32,724,26,7th Congressional,9th Suffolk,2nd Suffolk,44.6160245752,D+45
Boston,8,4,436,13,404,9,7th Congressional,9th Suffolk,2nd Suffolk,45.9125264374,D+46
Boston,8,5,837,37,760,35,7th Congressional,5th Suffolk,2nd Suffolk,44.1507701584,D+44
Boston,8,6,254,15,271,27,7th Congressional,5th Suffolk,2nd Suffolk,41.0573232063,D+41
Boston,8,7,548,26,541,27,7th Congressional,5th Suffolk,2nd Suffolk,43.8237498782,D+44
Boston,9,1,1054,118,1158,97,7th Congressional,9th Suffolk,2nd Suffolk,39.6060573546,D+40
Boston,9,2,1154,217,1129,94,7th Congressional,9th Suffolk,2nd Suffolk,36.475524754,D+36
Boston,9,3,1673,101,1914,69,7th Congressional,9th Suffolk,2nd Suffolk,43.9398437359,D+44
Boston,9,4,1187,64,1177,57,7th Congressional,7th Suffolk,2nd Suffolk,43.595515322,D+44
Boston,9,5,1274,16,1330,34,7th Congressional,7th Suffolk,2nd Suffolk,46.5807818571,D+47
Bourne,-,1,671,783,687,829,9th Congressional,5th Barnstable,Plymouth and Barnstable,-5.81136366237,R+6
Bourne,-,2,728,972,780,1001,9th Congressional,5th Barnstable,Plymouth and Barnstable,-8.21438458306,R+8
Bourne,-,3,438,437,435,542,9th Congressional,3rd Barnstable,Plymouth and Barnstable,-4.39704044459,R+4
Bourne,-,4,845,858,863,803,9th Congressional,3rd Barnstable,Plymouth and Barnstable,-0.837733025338,R+1
Bourne,-,5,824,816,808,773,9th Congressional,3rd Barnstable,Plymouth and Barnstable,-0.867774819371,R+1
Bourne,-,6,602,626,627,485,9th Congressional,3rd Barnstable,Plymouth and Barnstable,0.986098135092,D+1
Bourne,-,7,704,804,710,768,9th Congressional,5th Barnstable,Plymouth and Barnstable,-4.18094922553,R+4
Boxborough,-,1,1753,1140,1987,756,3rd Congressional,37th Middlesex,Middlesex and Worcester,14.8238505569,D+15
Boxford,-,1,700,1001,786,711,6th Congressional,18th Essex,1st Essex and Middlesex,-5.06872779778,R+5
Boxford,-,2,714,1039,852,776,6th Congressional,2nd Essex,1st Essex and Middlesex,-5.21761188849,R+5
Boxford,-,3,652,994,816,707,6th Congressional,2nd Essex,1st Essex and Middlesex,-5.21150794734,R+5
Boylston,-,1,1283,1343,1424,1125,2nd Congressional,12th Worcester,1st Worcester,0.773909357686,D+1
Braintree,-,1A,834,830,836,781,8th Congressional,5th Norfolk,"Norfolk, Bristol and Plymouth",-0.636153263142,R+1
Braintree,-,1B,726,730,827,663,8th Congressional,5th Norfolk,"Norfolk, Bristol and Plymouth",1.18027711746,D+1
Braintree,-,2A,872,849,912,765,8th Congressional,5th Norfolk,"Norfolk, Bristol and Plymouth",0.966202067521,D+1
Braintree,-,2B,866,860,871,772,8th Congressional,5th Norfolk,"Norfolk, Bristol and Plymouth",0.0230565264581,EVEN
Braintree,-,3A,858,577,831,594,8th Congressional,5th Norfolk,Norfolk and Plymouth,7.52067466967,D+8
Braintree,-,3B,895,677,857,655,8th Congressional,5th Norfolk,Norfolk and Plymouth,5.27406913513,D+5
Braintree,-,4A,777,634,773,594,8th Congressional,5th Norfolk,Norfolk and Plymouth,4.26026697082,D+4
Braintree,-,4B,779,588,882,506,8th Congressional,5th Norfolk,Norfolk and Plymouth,8.75511173895,D+9
Braintree,-,5A,817,778,837,686,8th Congressional,5th Norfolk,Norfolk and Plymouth,1.51155550147,D+2
Braintree,-,5B,857,851,994,762,8th Congressional,5th Norfolk,Norfolk and Plymouth,1.9000654867,D+2
Braintree,-,6A,916,1035,960,864,8th Congressional,5th Norfolk,Norfolk and Plymouth,-1.83990514787,R+2
Braintree,-,6B,862,823,889,785,8th Congressional,5th Norfolk,Norfolk and Plymouth,0.593340318994,D+1
Brewster,-,1,1224,937,1307,815,9th Congressional,1st Barnstable,Cape and Islands,7.55882353924,D+8
Brewster,-,2,1253,888,1320,750,9th Congressional,1st Barnstable,Cape and Islands,9.56660665267,D+10
Brewster,-,3,1201,927,1186,805,9th Congressional,4th Barnstable,Cape and Islands,6.41568958435,D+6
