city_town,Ward,Pct,State Rep,State Senate,US House,Gov Council,Biden_20,Trump_20,Clinton_16,Trump_16,County
Amherst,-,10,3rd Hampshire,"Hampshire, Franklin and Worcester",2nd Congressional,8th District,528,32,1222,154,Hampshire
Pelham,-,1,3rd Hampshire,"Hampshire, Franklin and Worcester",2nd Congressional,8th District,819,89,748,98,Hampshire
Bolton,-,1,3rd Middlesex,Worcester and Middlesex,3rd Congressional,7th District,2529,1140,1891,1036,Worcester
Hudson,-,1,3rd Middlesex,Middlesex and Worcester,3rd Congressional,3rd District,1130,570,896,570,Middlesex
Hudson,-,2,3rd Middlesex,Middlesex and Worcester,3rd Congressional,3rd District,931,447,785,457,Middlesex
Hudson,-,3,3rd Middlesex,Middlesex and Worcester,3rd Congressional,3rd District,1021,707,827,658,Middlesex
Hudson,-,4,3rd Middlesex,Middlesex and Worcester,3rd Congressional,3rd District,1144,612,903,627,Middlesex
Hudson,-,5,3rd Middlesex,Middlesex and Worcester,3rd Congressional,3rd District,1429,637,1109,664,Middlesex
Hudson,-,6,3rd Middlesex,Middlesex and Worcester,3rd Congressional,3rd District,848,454,728,400,Middlesex
Hudson,-,7,3rd Middlesex,Middlesex and Worcester,3rd Congressional,3rd District,911,425,780,399,Middlesex
Maynard,-,1,3rd Middlesex,Middlesex and Worcester,3rd Congressional,3rd District,1247,435,982,446,Middlesex
Maynard,-,2,3rd Middlesex,Middlesex and Worcester,3rd Congressional,3rd District,1221,379,981,354,Middlesex
Maynard,-,3,3rd Middlesex,Middlesex and Worcester,3rd Congressional,3rd District,1346,452,981,434,Middlesex
Maynard,-,4,3rd Middlesex,Middlesex and Worcester,3rd Congressional,3rd District,1128,406,916,437,Middlesex
Stow,-,1,3rd Middlesex,Middlesex and Worcester,3rd Congressional,3rd District,1794,659,1391,686,Middlesex
Stow,-,2,3rd Middlesex,Middlesex and Worcester,3rd Congressional,3rd District,1757,599,1317,575,Middlesex
Holbrook,-,2,3rd Norfolk,Norfolk and Plymouth,8th Congressional,4th District,894,686,708,663,Norfolk
Holbrook,-,3,3rd Norfolk,Norfolk and Plymouth,8th Congressional,4th District,928,592,720,613,Norfolk
Holbrook,-,4,3rd Norfolk,Norfolk and Plymouth,8th Congressional,4th District,899,572,711,583,Norfolk
Holbrook,-,1,5th Norfolk,Norfolk and Plymouth,8th Congressional,4th District,989,531,773,526,Norfolk
Weymouth,-,5,3rd Norfolk,Plymouth and Norfolk,8th Congressional,4th District,925,486,843,495,Norfolk
Weymouth,-,6,3rd Norfolk,Plymouth and Norfolk,8th Congressional,4th District,1150,727,960,692,Norfolk
Weymouth,-,9,3rd Norfolk,Plymouth and Norfolk,8th Congressional,4th District,1122,797,921,758,Norfolk
Weymouth,-,12,3rd Norfolk,Plymouth and Norfolk,8th Congressional,4th District,1096,737,869,733,Norfolk
Weymouth,-,16,3rd Norfolk,Plymouth and Norfolk,8th Congressional,4th District,1158,799,917,858,Norfolk
Weymouth,-,1,4th Norfolk,Plymouth and Norfolk,8th Congressional,4th District,1057,657,848,640,Norfolk
Weymouth,-,2,4th Norfolk,Plymouth and Norfolk,8th Congressional,4th District,1109,794,931,747,Norfolk
Weymouth,-,3,4th Norfolk,Plymouth and Norfolk,8th Congressional,4th District,1046,834,850,829,Norfolk
Weymouth,-,4,4th Norfolk,Plymouth and Norfolk,8th Congressional,4th District,1011,686,837,695,Norfolk
Weymouth,-,7,4th Norfolk,Plymouth and Norfolk,8th Congressional,4th District,1035,636,834,619,Norfolk
Weymouth,-,8,4th Norfolk,Plymouth and Norfolk,8th Congressional,4th District,1079,635,870,618,Norfolk
Weymouth,-,10,4th Norfolk,Plymouth and Norfolk,8th Congressional,4th District,848,509,684,493,Norfolk
Weymouth,-,11,4th Norfolk,Plymouth and Norfolk,8th Congressional,4th District,1042,703,797,691,Norfolk
Weymouth,-,13,4th Norfolk,Plymouth and Norfolk,8th Congressional,4th District,939,504,782,429,Norfolk
Weymouth,-,14,4th Norfolk,Plymouth and Norfolk,8th Congressional,4th District,1025,557,776,533,Norfolk
Weymouth,-,15,4th Norfolk,Plymouth and Norfolk,8th Congressional,4th District,1174,803,904,716,Norfolk
Weymouth,-,17,4th Norfolk,Plymouth and Norfolk,8th Congressional,4th District,955,548,733,499,Norfolk
Weymouth,-,18,4th Norfolk,Plymouth and Norfolk,8th Congressional,4th District,1844,1048,1042,938,Norfolk
Cohasset,-,1,3rd Plymouth,Plymouth and Norfolk,8th Congressional,4th District,1849,786,1403,770,Norfolk
Cohasset,-,2,3rd Plymouth,Plymouth and Norfolk,8th Congressional,4th District,2000,879,1492,859,Norfolk
Hingham,-,1,3rd Plymouth,Plymouth and Norfolk,8th Congressional,4th District,1875,794,1327,776,Plymouth
Hingham,-,3,3rd Plymouth,Plymouth and Norfolk,8th Congressional,4th District,1873,811,1445,739,Plymouth
Hingham,-,4,3rd Plymouth,Plymouth and Norfolk,8th Congressional,4th District,1683,734,1363,768,Plymouth
Hingham,-,5,3rd Plymouth,Plymouth and Norfolk,8th Congressional,4th District,1090,716,922,645,Plymouth
Hingham,-,5A,3rd Plymouth,Plymouth and Norfolk,8th Congressional,4th District,861,256,717,267,Plymouth
Hingham,-,6,3rd Plymouth,Plymouth and Norfolk,8th Congressional,4th District,1573,830,1300,814,Plymouth
Hingham,-,2,4th Norfolk,Plymouth and Norfolk,8th Congressional,4th District,1900,845,1436,801,Plymouth
Hull,-,1,3rd Plymouth,Plymouth and Norfolk,8th Congressional,4th District,1617,713,1335,741,Plymouth
Hull,-,2,3rd Plymouth,Plymouth and Norfolk,8th Congressional,4th District,1306,811,1058,756,Plymouth
Hull,-,3,3rd Plymouth,Plymouth and Norfolk,8th Congressional,4th District,1584,909,1295,859,Plymouth
Scituate,-,3,3rd Plymouth,Plymouth and Norfolk,8th Congressional,4th District,1523,697,1132,689,Plymouth
Scituate,-,1,4th Plymouth,Plymouth and Norfolk,8th Congressional,4th District,1427,852,1064,827,Plymouth
Scituate,-,2,4th Plymouth,Plymouth and Norfolk,8th Congressional,4th District,1407,775,1054,764,Plymouth
Scituate,-,4,4th Plymouth,Plymouth and Norfolk,8th Congressional,4th District,1409,825,1065,812,Plymouth
Scituate,-,5,4th Plymouth,Plymouth and Norfolk,8th Congressional,4th District,1441,687,1119,653,Plymouth
Scituate,-,6,4th Plymouth,Plymouth and Norfolk,8th Congressional,4th District,1401,778,1078,712,Plymouth
Fitchburg,1,A,3rd Worcester,Worcester and Middlesex,3rd Congressional,7th District,703,384,619,314,Worcester
Fitchburg,1,B,3rd Worcester,Worcester and Middlesex,3rd Congressional,7th District,845,450,677,452,Worcester
Fitchburg,2,A,3rd Worcester,Worcester and Middlesex,3rd Congressional,7th District,693,338,607,262,Worcester
Fitchburg,2,B,3rd Worcester,Worcester and Middlesex,3rd Congressional,7th District,869,636,742,609,Worcester
Fitchburg,3,A,3rd Worcester,Worcester and Middlesex,3rd Congressional,7th District,1147,855,961,832,Worcester
Fitchburg,3,B,3rd Worcester,Worcester and Middlesex,3rd Congressional,7th District,952,629,772,543,Worcester
Fitchburg,4,A,3rd Worcester,Worcester and Middlesex,3rd Congressional,7th District,405,272,490,288,Worcester
Fitchburg,4,B,3rd Worcester,Worcester and Middlesex,3rd Congressional,7th District,782,351,699,276,Worcester
Fitchburg,5,A,3rd Worcester,Worcester and Middlesex,3rd Congressional,7th District,1106,883,849,842,Worcester
Fitchburg,5,B,3rd Worcester,Worcester and Middlesex,3rd Congressional,7th District,570,285,619,232,Worcester
Fitchburg,6,A,3rd Worcester,Worcester and Middlesex,3rd Congressional,7th District,1044,725,854,626,Worcester
Fitchburg,6,B,3rd Worcester,Worcester and Middlesex,3rd Congressional,7th District,781,378,701,311,Worcester
Chatham,-,1,4th Barnstable,Cape and Islands,9th Congressional,1st District,3107,1834,2398,1796,Barnstable
Eastham,-,1,4th Barnstable,Cape and Islands,9th Congressional,1st District,2864,1151,2203,1199,Barnstable
Harwich,-,1,4th Barnstable,Cape and Islands,9th Congressional,1st District,1540,866,1215,854,Barnstable
Harwich,-,2,4th Barnstable,Cape and Islands,9th Congressional,1st District,1461,860,1145,843,Barnstable
Harwich,-,3,4th Barnstable,Cape and Islands,9th Congressional,1st District,1476,864,1139,899,Barnstable
Harwich,-,4,4th Barnstable,Cape and Islands,9th Congressional,1st District,1356,775,1061,698,Barnstable
Orleans,-,1,4th Barnstable,Cape and Islands,9th Congressional,1st District,3288,1458,2687,1511,Barnstable
Provincetown,-,1,4th Barnstable,Cape and Islands,9th Congressional,1st District,2402,182,2082,208,Barnstable
Truro,-,1,4th Barnstable,Cape and Islands,9th Congressional,1st District,1386,340,1095,361,Barnstable
Wellfleet,-,1,4th Barnstable,Cape and Islands,9th Congressional,1st District,1971,496,1554,515,Barnstable
Alford,-,1,4th Berkshire,"Berkshire, Hampshire, Franklin & Hampden",1st Congressional,8th District,271,50,226,52,Berkshire
Becket,-,1,4th Berkshire,"Berkshire, Hampshire, Franklin & Hampden",1st Congressional,8th District,757,413,571,368,Berkshire
Blandford,-,1,4th Berkshire,"Berkshire, Hampshire, Franklin & Hampden",1st Congressional,8th District,307,454,256,405,Hampden
Egremont,-,1,4th Berkshire,"Berkshire, Hampshire, Franklin & Hampden",1st Congressional,8th District,783,174,621,147,Berkshire
Great Barrington,-,A,4th Berkshire,"Berkshire, Hampshire, Franklin & Hampden",1st Congressional,8th District,900,172,752,155,Berkshire
Great Barrington,-,B,4th Berkshire,"Berkshire, Hampshire, Franklin & Hampden",1st Congressional,8th District,861,203,737,187,Berkshire
Great Barrington,-,C,4th Berkshire,"Berkshire, Hampshire, Franklin & Hampden",1st Congressional,8th District,702,91,567,89,Berkshire
Great Barrington,-,D,4th Berkshire,"Berkshire, Hampshire, Franklin & Hampden",1st Congressional,8th District,905,188,824,149,Berkshire
Lee,-,1,4th Berkshire,"Berkshire, Hampshire, Franklin & Hampden",1st Congressional,8th District,2415,985,1969,852,Berkshire
Lenox,-,1,4th Berkshire,"Berkshire, Hampshire, Franklin & Hampden",1st Congressional,8th District,2701,602,2234,572,Berkshire
Monterey,-,1,4th Berkshire,"Berkshire, Hampshire, Franklin & Hampden",1st Congressional,8th District,481,102,417,88,Berkshire
Mount Washington,-,1,4th Berkshire,"Berkshire, Hampshire, Franklin & Hampden",1st Congressional,8th District,102,16,76,19,Berkshire
New Marlborough,-,1,4th Berkshire,"Berkshire, Hampshire, Franklin & Hampden",1st Congressional,8th District,678,264,564,218,Berkshire
Otis,-,1,4th Berkshire,"Berkshire, Hampshire, Franklin & Hampden",1st Congressional,8th District,550,441,431,407,Berkshire
Richmond,-,1,4th Berkshire,"Berkshire, Hampshire, Franklin & Hampden",1st Congressional,8th District,828,215,706,218,Berkshire
Russell,-,1,4th Berkshire,2nd Hampden and Hampshire,1st Congressional,8th District,366,512,278,480,Hampden
Sandisfield,-,1,4th Berkshire,"Berkshire, Hampshire, Franklin & Hampden",1st Congressional,8th District,306,200,254,190,Berkshire
Sheffield,-,1,4th Berkshire,"Berkshire, Hampshire, Franklin & Hampden",1st Congressional,8th District,1542,578,1242,530,Berkshire
Stockbridge,-,1,4th Berkshire,"Berkshire, Hampshire, Franklin & Hampden",1st Congressional,8th District,1099,237,965,252,Berkshire
Tolland,-,1,4th Berkshire,2nd Hampden and Hampshire,1st Congressional,8th District,136,186,101,190,Hampden
Tyringham,-,1,4th Berkshire,"Berkshire, Hampshire, Franklin & Hampden",1st Congressional,8th District,234,72,201,70,Berkshire
Washington,-,1,4th Berkshire,"Berkshire, Hampshire, Franklin & Hampden",1st Congressional,8th District,240,107,217,89,Berkshire
W. Stockbridge,-,1,4th Berkshire,"Berkshire, Hampshire, Franklin & Hampden",1st Congressional,8th District,784,164,659,178,Berkshire
Rehoboth,-,1,4th Bristol,Bristol and Norfolk,4th Congressional,2nd District,1134,1345,879,1173,Bristol
Rehoboth,-,2,4th Bristol,Bristol and Norfolk,4th Congressional,2nd District,1214,1304,918,1180,Bristol
Rehoboth,-,3,4th Bristol,Bristol and Norfolk,4th Congressional,2nd District,1302,1427,987,1221,Bristol
Seekonk,-,1,4th Bristol,Bristol and Norfolk,4th Congressional,2nd District,1076,986,823,932,Bristol
Seekonk,-,2,4th Bristol,Bristol and Norfolk,4th Congressional,2nd District,1340,984,1018,963,Bristol
Seekonk,-,3,4th Bristol,Bristol and Norfolk,4th Congressional,2nd District,1204,1014,907,846,Bristol
Seekonk,-,4,4th Bristol,Bristol and Norfolk,4th Congressional,2nd District,1166,986,915,831,Bristol
Swansea,-,4,4th Bristol,1st Bristol and Plymouth,4th Congressional,1st District,949,1054,763,905,Bristol
Swansea,-,5,4th Bristol,1st Bristol and Plymouth,4th Congressional,1st District,892,1100,734,910,Bristol
Swansea,-,1,5th Bristol,1st Bristol and Plymouth,4th Congressional,1st District,918,1181,793,945,Bristol
Swansea,-,2,5th Bristol,1st Bristol and Plymouth,4th Congressional,1st District,1012,892,841,791,Bristol
Swansea,-,3,5th Bristol,1st Bristol and Plymouth,4th Congressional,1st District,965,896,797,800,Bristol
Hamilton,-,1,4th Essex,1st Essex and Middlesex,6th Congressional,5th District,1228,578,958,583,Essex
Hamilton,-,2,4th Essex,1st Essex and Middlesex,6th Congressional,5th District,1198,544,953,542,Essex
Hamilton,-,3,4th Essex,1st Essex and Middlesex,6th Congressional,5th District,938,336,720,351,Essex
Ipswich,-,1,4th Essex,1st Essex and Middlesex,6th Congressional,5th District,1645,607,1337,605,Essex
Ipswich,-,2,4th Essex,1st Essex and Middlesex,6th Congressional,5th District,1690,790,1354,770,Essex
Ipswich,-,3,4th Essex,1st Essex and Middlesex,6th Congressional,5th District,1369,891,1029,867,Essex
Ipswich,-,4,4th Essex,1st Essex and Middlesex,6th Congressional,5th District,1569,821,1219,771,Essex
Manchester-by-the-Sea,-,1,4th Essex,1st Essex and Middlesex,6th Congressional,5th District,2712,1014,2249,954,Essex
Rowley,-,1,4th Essex,1st Essex and Middlesex,6th Congressional,5th District,2180,1942,1679,1809,Essex
Topsfield,-,1,4th Essex,2nd Essex,6th Congressional,5th District,2460,1602,2100,1566,Essex
Wenham,-,1,4th Essex,1st Essex and Middlesex,6th Congressional,5th District,1761,765,1368,774,Essex
Westfield,1,A,4th Hampden,2nd Hampden and Hampshire,1st Congressional,8th District,1030,1055,786,961,Hampden
Westfield,1,B,4th Hampden,2nd Hampden and Hampshire,1st Congressional,8th District,868,968,667,868,Hampden
Westfield,2,A,4th Hampden,2nd Hampden and Hampshire,1st Congressional,8th District,655,445,531,343,Hampden
Westfield,2,B,4th Hampden,2nd Hampden and Hampshire,1st Congressional,8th District,808,660,655,616,Hampden
Westfield,3,A,4th Hampden,2nd Hampden and Hampshire,1st Congressional,8th District,587,448,512,351,Hampden
Westfield,3,B,4th Hampden,2nd Hampden and Hampshire,1st Congressional,8th District,934,722,700,681,Hampden
Westfield,4,A,4th Hampden,2nd Hampden and Hampshire,1st Congressional,8th District,322,338,595,442,Hampden
Westfield,4,B,4th Hampden,2nd Hampden and Hampshire,1st Congressional,8th District,1129,1119,893,1022,Hampden
Westfield,5,A,4th Hampden,2nd Hampden and Hampshire,1st Congressional,8th District,1122,1128,830,1035,Hampden
Westfield,5,B,4th Hampden,2nd Hampden and Hampshire,1st Congressional,8th District,1019,1163,753,1076,Hampden
Westfield,6,A,4th Hampden,2nd Hampden and Hampshire,1st Congressional,8th District,911,1022,670,942,Hampden
Westfield,6,B,4th Hampden,2nd Hampden and Hampshire,1st Congressional,8th District,815,790,633,684,Hampden
Marshfield,-,1,4th Plymouth,Plymouth and Norfolk,9th Congressional,4th District,1402,1082,1083,1070,Plymouth
Marshfield,-,2,4th Plymouth,Plymouth and Norfolk,9th Congressional,4th District,1345,1067,1034,1083,Plymouth
Marshfield,-,3,4th Plymouth,Plymouth and Norfolk,9th Congressional,4th District,1315,1046,1036,957,Plymouth
Marshfield,-,4,4th Plymouth,Plymouth and Norfolk,9th Congressional,4th District,1359,1044,1041,936,Plymouth
Marshfield,-,5,4th Plymouth,Plymouth and Norfolk,9th Congressional,4th District,1252,945,921,933,Plymouth
Marshfield,-,6,4th Plymouth,Plymouth and Norfolk,9th Congressional,4th District,1540,1197,1118,1145,Plymouth
Marshfield,-,7,4th Plymouth,Plymouth and Norfolk,9th Congressional,4th District,1458,1117,1110,1091,Plymouth
Leominster,1,A,4th Worcester,Worcester and Middlesex,2nd Congressional,7th District,982,712,734,714,Worcester
Leominster,1,B,4th Worcester,Worcester and Middlesex,2nd Congressional,7th District,980,613,709,642,Worcester
Leominster,1,C,4th Worcester,Worcester and Middlesex,2nd Congressional,7th District,801,493,642,446,Worcester
Leominster,2,A,4th Worcester,Worcester and Middlesex,2nd Congressional,7th District,680,376,603,315,Worcester
Leominster,2,B,4th Worcester,Worcester and Middlesex,2nd Congressional,7th District,742,559,629,535,Worcester
Leominster,2,C,4th Worcester,Worcester and Middlesex,2nd Congressional,7th District,458,355,423,315,Worcester
Leominster,3,A,4th Worcester,Worcester and Middlesex,2nd Congressional,7th District,653,444,564,402,Worcester
Leominster,3,B,4th Worcester,Worcester and Middlesex,2nd Congressional,7th District,1064,672,743,644,Worcester
Leominster,3,C,4th Worcester,Worcester and Middlesex,2nd Congressional,7th District,1034,836,831,760,Worcester
Leominster,4,A,4th Worcester,Worcester and Middlesex,2nd Congressional,7th District,931,775,726,756,Worcester
Leominster,4,B,4th Worcester,Worcester and Middlesex,2nd Congressional,7th District,896,742,690,714,Worcester
Leominster,4,C,4th Worcester,Worcester and Middlesex,2nd Congressional,7th District,746,493,551,462,Worcester
Leominster,5,A,4th Worcester,Worcester and Middlesex,2nd Congressional,7th District,772,515,629,501,Worcester
Leominster,5,B,4th Worcester,Worcester and Middlesex,2nd Congressional,7th District,927,597,786,621,Worcester
Leominster,5,C,4th Worcester,Worcester and Middlesex,2nd Congressional,7th District,678,410,580,372,Worcester
Sandwich,-,1,5th Barnstable,Plymouth and Barnstable,9th Congressional,1st District,1531,1013,1247,988,Barnstable
Sandwich,-,2,5th Barnstable,Plymouth and Barnstable,9th Congressional,1st District,1443,980,1160,990,Barnstable
Sandwich,-,3,5th Barnstable,Plymouth and Barnstable,9th Congressional,1st District,1231,966,967,937,Barnstable
Sandwich,-,4,5th Barnstable,Plymouth and Barnstable,9th Congressional,1st District,1279,1048,946,1011,Barnstable
Sandwich,-,5,5th Barnstable,Plymouth and Barnstable,9th Congressional,1st District,1166,982,899,936,Barnstable
Sandwich,-,6,5th Barnstable,Plymouth and Barnstable,9th Congressional,1st District,1089,1055,798,984,Barnstable
Dighton,-,1,5th Bristol,1st Plymouth and Bristol,4th Congressional,1st District,1000,1147,776,1044,Bristol
Dighton,-,2,5th Bristol,1st Plymouth and Bristol,4th Congressional,1st District,1139,1326,826,1105,Bristol
Somerset,-,1,5th Bristol,1st Bristol and Plymouth,4th Congressional,1st District,1225,1083,993,958,Bristol
Somerset,-,2,5th Bristol,1st Bristol and Plymouth,4th Congressional,1st District,1228,1045,1070,972,Bristol
Somerset,-,3,5th Bristol,1st Bristol and Plymouth,4th Congressional,1st District,1264,1028,1076,912,Bristol
Somerset,-,4,5th Bristol,1st Bristol and Plymouth,4th Congressional,1st District,1085,937,903,855,Bristol
Somerset,-,5,5th Bristol,1st Bristol and Plymouth,4th Congressional,1st District,1013,1020,859,869,Bristol
Essex,-,1,5th Essex,1st Essex and Middlesex,6th Congressional,5th District,1650,796,1272,758,Essex
Gloucester,1,1,5th Essex,1st Essex and Middlesex,6th Congressional,5th District,1453,556,1197,541,Essex
Gloucester,1,2,5th Essex,1st Essex and Middlesex,6th Congressional,5th District,1187,536,919,545,Essex
Gloucester,2,1,5th Essex,1st Essex and Middlesex,6th Congressional,5th District,939,456,762,423,Essex
Gloucester,2,2,5th Essex,1st Essex and Middlesex,6th Congressional,5th District,903,410,788,342,Essex
Gloucester,3,1,5th Essex,1st Essex and Middlesex,6th Congressional,5th District,1007,500,815,479,Essex
Gloucester,3,2,5th Essex,1st Essex and Middlesex,6th Congressional,5th District,1021,526,853,515,Essex
Gloucester,4,1,5th Essex,1st Essex and Middlesex,6th Congressional,5th District,1156,649,976,605,Essex
Gloucester,4,2,5th Essex,1st Essex and Middlesex,6th Congressional,5th District,1645,513,1301,521,Essex
Gloucester,5,1,5th Essex,1st Essex and Middlesex,6th Congressional,5th District,1456,688,1141,669,Essex
Gloucester,5,2,5th Essex,1st Essex and Middlesex,6th Congressional,5th District,1371,761,1056,715,Essex
Rockport,-,1,5th Essex,1st Essex and Middlesex,6th Congressional,5th District,946,325,773,338,Essex
Rockport,-,2,5th Essex,1st Essex and Middlesex,6th Congressional,5th District,1342,455,1103,464,Essex
Rockport,-,3,5th Essex,1st Essex and Middlesex,6th Congressional,5th District,1573,526,1246,569,Essex
Holyoke,1,A,5th Hampden,2nd Hampden and Hampshire,1st Congressional,8th District,448,190,815,58,Hampden
Holyoke,1,B,5th Hampden,2nd Hampden and Hampshire,1st Congressional,8th District,583,193,787,99,Hampden
Holyoke,2,A,5th Hampden,2nd Hampden and Hampshire,1st Congressional,8th District,547,211,696,121,Hampden
Holyoke,2,B,5th Hampden,2nd Hampden and Hampshire,1st Congressional,8th District,493,188,702,72,Hampden
Holyoke,3,A,5th Hampden,2nd Hampden and Hampshire,1st Congressional,8th District,857,334,867,284,Hampden
Holyoke,3,B,5th Hampden,2nd Hampden and Hampshire,1st Congressional,8th District,948,489,837,497,Hampden
Holyoke,4,A,5th Hampden,2nd Hampden and Hampshire,1st Congressional,8th District,481,159,639,93,Hampden
Holyoke,4,B,5th Hampden,2nd Hampden and Hampshire,1st Congressional,8th District,754,247,822,174,Hampden
Holyoke,5,A,5th Hampden,2nd Hampden and Hampshire,1st Congressional,8th District,1120,783,925,748,Hampden
Holyoke,5,B,5th Hampden,2nd Hampden and Hampshire,1st Congressional,8th District,807,485,873,384,Hampden
Holyoke,6,A,5th Hampden,2nd Hampden and Hampshire,1st Congressional,8th District,786,268,841,256,Hampden
Holyoke,6,B,5th Hampden,2nd Hampden and Hampshire,1st Congressional,8th District,949,373,854,320,Hampden
Holyoke,7,A,5th Hampden,2nd Hampden and Hampshire,1st Congressional,8th District,1235,559,981,558,Hampden
Holyoke,7,B,5th Hampden,2nd Hampden and Hampshire,1st Congressional,8th District,1144,364,1017,358,Hampden
Millis,-,2,5th Middlesex,"Norfolk, Bristol and Middlesex",4th Congressional,2nd District,1109,661,882,615,Norfolk
Millis,-,3,5th Middlesex,"Norfolk, Bristol and Middlesex",4th Congressional,2nd District,1232,709,874,639,Norfolk
Millis,-,1,9th Norfolk,"Norfolk, Bristol and Middlesex",4th Congressional,2nd District,1161,631,864,636,Norfolk
Natick,-,1,5th Middlesex,2nd Middlesex and Norfolk,5th Congressional,2nd District,1106,299,974,260,Middlesex
Natick,-,2,5th Middlesex,2nd Middlesex and Norfolk,5th Congressional,2nd District,1744,534,1459,525,Middlesex
Natick,-,3,5th Middlesex,2nd Middlesex and Norfolk,5th Congressional,2nd District,1615,552,1324,556,Middlesex
Natick,-,4,5th Middlesex,2nd Middlesex and Norfolk,5th Congressional,2nd District,1580,476,1229,441,Middlesex
Natick,-,5,5th Middlesex,2nd Middlesex and Norfolk,5th Congressional,2nd District,1569,564,1258,581,Middlesex
Natick,-,6,5th Middlesex,"Norfolk, Bristol and Middlesex",5th Congressional,2nd District,1566,542,1246,532,Middlesex
Natick,-,7,5th Middlesex,"Norfolk, Bristol and Middlesex",5th Congressional,2nd District,1763,444,1478,457,Middlesex
Natick,-,8,5th Middlesex,2nd Middlesex and Norfolk,5th Congressional,2nd District,1744,535,1407,497,Middlesex
Natick,-,9,5th Middlesex,"Norfolk, Bristol and Middlesex",5th Congressional,2nd District,1661,434,1403,446,Middlesex
Natick,-,10,5th Middlesex,"Norfolk, Bristol and Middlesex",5th Congressional,2nd District,1982,591,1642,575,Middlesex
Sherborn,-,1,5th Middlesex,"Norfolk, Bristol and Middlesex",5th Congressional,2nd District,2267,579,1766,617,Middlesex
Braintree,-,1A,5th Norfolk,"Norfolk, Bristol and Plymouth",8th Congressional,2nd District,1022,818,836,781,Norfolk
Braintree,-,1B,5th Norfolk,"Norfolk, Bristol and Plymouth",8th Congressional,2nd District,973,748,827,663,Norfolk
Braintree,-,2A,5th Norfolk,"Norfolk, Bristol and Plymouth",8th Congressional,2nd District,1133,724,912,765,Norfolk
Braintree,-,2B,5th Norfolk,"Norfolk, Bristol and Plymouth",8th Congressional,2nd District,1057,767,871,772,Norfolk
Braintree,-,3A,5th Norfolk,Norfolk and Plymouth,8th Congressional,4th District,926,610,831,594,Norfolk
Braintree,-,3B,5th Norfolk,Norfolk and Plymouth,8th Congressional,4th District,1000,663,857,655,Norfolk
Braintree,-,4A,5th Norfolk,Norfolk and Plymouth,8th Congressional,4th District,948,625,773,594,Norfolk
Braintree,-,4B,5th Norfolk,Norfolk and Plymouth,8th Congressional,4th District,1085,570,882,506,Norfolk
Braintree,-,5A,5th Norfolk,Norfolk and Plymouth,8th Congressional,4th District,1001,690,837,686,Norfolk
Braintree,-,5B,5th Norfolk,Norfolk and Plymouth,8th Congressional,4th District,1181,817,994,762,Norfolk
Braintree,-,6A,5th Norfolk,Norfolk and Plymouth,8th Congressional,4th District,1177,881,960,864,Norfolk
Braintree,-,6B,5th Norfolk,Norfolk and Plymouth,8th Congressional,4th District,1109,831,889,785,Norfolk
Hanover,-,1,5th Plymouth,2nd Plymouth and Bristol,9th Congressional,4th District,1220,1185,885,1033,Plymouth
Hanover,-,2,5th Plymouth,2nd Plymouth and Bristol,9th Congressional,4th District,1267,1154,958,1125,Plymouth
Hanover,-,3,5th Plymouth,2nd Plymouth and Bristol,9th Congressional,4th District,1203,1038,964,994,Plymouth
Hanover,-,4,5th Plymouth,2nd Plymouth and Bristol,9th Congressional,4th District,1220,1130,943,1115,Plymouth
Norwell,-,1,5th Plymouth,Plymouth and Norfolk,9th Congressional,4th District,1357,966,1003,926,Plymouth
Norwell,-,2,5th Plymouth,Plymouth and Norfolk,9th Congressional,4th District,1479,1039,1130,991,Plymouth
Norwell,-,3,5th Plymouth,Plymouth and Norfolk,9th Congressional,4th District,1455,915,1144,920,Plymouth
Rockland,-,1,5th Plymouth,Norfolk and Plymouth,9th Congressional,4th District,1021,779,811,753,Plymouth
Rockland,-,2,5th Plymouth,Norfolk and Plymouth,9th Congressional,4th District,1027,787,852,829,Plymouth
Rockland,-,3,5th Plymouth,Norfolk and Plymouth,9th Congressional,4th District,756,540,583,515,Plymouth
Rockland,-,4,5th Plymouth,Norfolk and Plymouth,9th Congressional,4th District,841,640,672,633,Plymouth
Rockland,-,5,5th Plymouth,Norfolk and Plymouth,9th Congressional,4th District,805,786,705,774,Plymouth
Rockland,-,6,5th Plymouth,Norfolk and Plymouth,9th Congressional,4th District,950,787,780,809,Plymouth
Barre,-,1,5th Worcester,"Worcester, Hampden, Hampshire and Middlesex",2nd Congressional,7th District,853,723,639,712,Worcester
Barre,-,2,5th Worcester,"Worcester, Hampden, Hampshire and Middlesex",2nd Congressional,7th District,682,800,562,717,Worcester
Brookfield,-,1,5th Worcester,"Worcester, Hampden, Hampshire and Middlesex",1st Congressional,7th District,946,1054,708,936,Worcester
E. Brookfield,-,1,5th Worcester,"Worcester, Hampden, Hampshire and Middlesex",1st Congressional,7th District,593,741,417,664,Worcester
Hardwick,-,1,5th Worcester,"Worcester, Hampden, Hampshire and Middlesex",2nd Congressional,7th District,749,733,568,709,Worcester
Hubbardston,-,1,5th Worcester,"Worcester, Hampden, Hampshire and Middlesex",2nd Congressional,7th District,1390,1442,1040,1376,Worcester
New Braintree,-,1,5th Worcester,"Worcester, Hampden, Hampshire and Middlesex",2nd Congressional,7th District,319,337,246,326,Worcester
